Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score,behavior_risk,fraud_probability
PRV56124,6,84000,14000.0,57000,2,0,0.0056205301368095,0.07932705,0.068752095
PRV56125,7,45000,6428.571428571428,9000,2,0,-0.09221455286086,0.04845273,0.023618568
PRV56126,6,31000,5166.666666666667,8000,2,0,-0.1060884571248167,0.096178986,0.00991324
PRV56129,23,256000,11130.434782608696,43000,1,0,-0.0109176717920593,0.18023384,0.33916333
PRV56130,17,120000,7058.823529411765,25000,1,0,-0.0689510654188331,0.05114647,0.07130075
PRV56131,15,141000,9400.0,19000,3,0,-0.0598825922133616,0.06457317,0.18869272
PRV56133,15,144000,9600.0,27000,1,0,-0.0482491159209963,0.076129526,0.10491859
PRV56134,62,768000,12387.09677419355,77000,1,1,0.119595730000759,0.84147483,0.9409779
PRV56135,22,57230,2601.3636363636365,36000,4,0,-0.0949111654995973,0.04667712,0.067888275
PRV56136,8,7120,890.0,6000,6,0,-0.154332271043961,0.027853284,0.0011464838
PRV56137,48,16150,336.4583333333333,3300,14,0,-0.1762303622778055,0.1590725,0.00037524823
PRV56138,36,13160,365.55555555555554,2500,17,0,-0.1670572503177954,0.06584563,0.0006429796
PRV56139,21,45010,2143.333333333333,17000,6,0,-0.1325763243938132,0.03335507,0.16792388
PRV56140,31,130600,4212.903225806452,31000,16,0,-0.0930668632508568,0.13094534,0.073829584
PRV56141,39,14540,372.8205128205128,3300,7,0,-0.1775725594650163,0.0913211,0.00086787925
PRV56142,53,131590,2482.830188679245,57000,29,0,-0.0502647919164387,0.37311628,0.106440835
PRV56143,29,5220,180.0,1900,6,0,-0.1707169145242708,0.037342496,0.0018857134
PRV56145,52,22650,435.5769230769231,3300,3,0,-0.1733344978020881,0.16963775,0.0020223332
PRV56146,21,11600,552.3809523809524,3300,4,0,-0.1754838597934292,0.025031012,0.0101522105
PRV56147,8,18470,2308.75,14000,6,0,-0.1252300076908321,0.030422764,0.0023527897
PRV56148,143,23950,167.4825174825175,2800,8,0,-0.1471937765497466,0.11709848,0.0013026797
PRV56149,27,6130,227.03703703703704,3300,18,0,-0.1685102348852604,0.03331442,0.00065312925
PRV56151,87,17780,204.367816091954,2700,4,0,-0.1644186051039222,0.15320669,0.0030855546
PRV56152,18,6620,367.77777777777777,3300,9,0,-0.1763170915674758,0.0220852,0.0014055937
PRV56153,9,1410,156.66666666666666,900,6,0,-0.1729529495525784,0.02218636,0.00042487428
PRV56154,19,4350,228.94736842105263,1000,6,0,-0.1752102122716792,0.022696426,0.001751451
PRV56156,69,46620,675.6521739130435,12000,16,0,-0.1481938820150914,0.18047114,0.026972353
PRV56157,38,13840,364.2105263157895,3300,5,0,-0.1773411723283942,0.07727693,0.000638935
PRV56158,38,5930,156.05263157894737,1000,16,0,-0.1610571193645189,0.07215788,0.0007711915
PRV56159,30,7160,238.66666666666663,1200,2,0,-0.1745434291412828,0.04248177,0.008705687
PRV56161,47,105640,2247.659574468085,14000,15,1,-0.1134341889699452,0.22141634,0.4133576
PRV56163,7,3180,454.2857142857143,2700,5,0,-0.1727224374226932,0.07819935,0.0007835601
PRV56164,27,5570,206.2962962962963,1700,22,0,-0.1559199039430892,0.034693796,0.0063743675
PRV56165,19,12810,674.2105263157895,3300,5,0,-0.1698332926072137,0.024459323,0.015886892
PRV56166,8,8720,1090.0,4000,7,0,-0.1505113192221293,0.027546564,0.001472146
PRV56168,1,20,20.0,20,1,0,-0.1622632058487526,0.0,0.0017946006
PRV56169,22,7350,334.09090909090907,1700,19,0,-0.1594490235520884,0.026007183,0.0057266457
PRV56170,18,73370,4076.1111111111113,14000,11,0,-0.1113731101931611,0.042462762,0.052407634
PRV56171,15,1140,76.0,200,4,0,-0.168174964669638,0.01814395,0.00055625953
PRV56172,11,31140,2830.909090909091,17000,8,0,-0.1227695327393786,0.023667878,0.02888969
PRV56173,44,106720,2425.454545454545,41000,26,0,-0.0765922030580303,0.18145432,0.056647453
PRV56174,10,3550,355.0,3000,7,0,-0.1744857891202951,0.022657024,0.00028990756
PRV56176,21,7960,379.04761904761904,3300,5,0,-0.1781635496375361,0.026644873,0.0014273524
PRV56177,18,2600,144.44444444444446,1000,6,0,-0.1718858610456812,0.018422924,0.001349131
PRV56179,8,9950,1243.75,8000,3,0,-0.1459396715650463,0.03643474,0.0027154943
PRV56181,12,4550,379.1666666666667,2000,1,0,-0.1751060101087735,0.018008742,0.00032723937
PRV56182,51,13590,266.47058823529414,3300,6,0,-0.1781254119288065,0.13852805,0.0013964223
PRV56183,23,4240,184.34782608695653,1400,4,0,-0.1761004595612617,0.02701182,0.0012403611
PRV56184,18,2730,151.66666666666666,1000,5,0,-0.1742682940902412,0.021249365,0.0008537584
PRV56185,7,530,75.71428571428571,200,2,0,-0.1703802083512336,0.048615366,0.015055366
PRV56186,12,2660,221.66666666666663,1200,2,0,-0.1795714084754227,0.018507268,0.00070166733
PRV56187,18,4970,276.1111111111111,2100,2,0,-0.1772950748731108,0.02143128,0.00088956195
PRV56189,6,960,160.0,700,2,0,-0.177784677708226,0.048654117,0.0013683672
PRV56190,6,790,131.66666666666666,300,2,0,-0.1743335522695521,0.048644,0.0015605972
PRV56191,62,20710,334.03225806451616,3300,4,0,-0.1760471667886382,0.16638945,0.0007670976
PRV56193,14,4880,348.57142857142856,3300,4,0,-0.1790466336427283,0.018385895,0.00026522498
PRV56194,8,2170,271.25,1800,3,0,-0.1713049127393627,0.034412134,0.0034481252
PRV56196,6,740,123.33333333333331,400,3,0,-0.1735305599294556,0.048717167,0.0014360852
PRV56198,21,6500,309.5238095238095,1800,2,0,-0.1761925206776263,0.024501832,0.010884679
PRV56199,16,2600,162.5,1300,1,0,-0.1749088558238919,0.017880036,0.0005907653
PRV56200,58,12600,217.24137931034485,3300,3,0,-0.1749766052868311,0.14490594,0.00084728916
PRV56201,3,120,40.0,80,1,0,-0.1643626527579567,0.0,0.0013179949
PRV56202,1,10000,10000.0,10000,1,0,-0.057020993459362,0.0,0.0009492962
PRV56206,31,6240,201.29032258064515,3200,19,0,-0.1666565881858607,0.0421556,0.0025682014
PRV56207,95,89520,942.3157894736842,56000,47,0,-0.0301928075100998,0.15331988,0.015113279
PRV56208,67,25610,382.23880597014926,3300,26,0,-0.1567240919335004,0.16768707,0.0023908333
PRV56209,189,57370,303.5449735449736,3300,114,0,0.0123471553323906,0.15769912,0.0038568217
PRV56210,150,254720,1698.1333333333334,19000,40,0,-0.0454792037643413,0.2410158,0.1707162
PRV56211,83,23700,285.5421686746988,2300,60,0,-0.0890734772916388,0.16355404,0.00026171704
PRV56212,17,5360,315.29411764705884,3300,14,0,-0.17196243855138,0.020371739,0.0014456792
PRV56213,643,161060,250.4821150855365,3300,21,0,-0.0232714154136912,0.15208043,0.20356841
PRV56214,3,710,236.66666666666663,600,2,0,-0.1771755778000009,0.0,0.0008826748
PRV56216,481,157910,328.2952182952183,12000,60,0,-0.0038949385943851,0.17982838,0.10929493
PRV56217,45,9920,220.44444444444449,1300,27,0,-0.1480267660515662,0.12101623,0.0073547335
PRV56218,118,59160,501.3559322033898,8000,49,0,-0.0910384158724127,0.1455371,0.023375925
PRV56219,277,116970,422.2743682310469,20000,6,0,-0.0842034526898207,0.16067635,0.06908796
PRV56220,15,18610,1240.6666666666667,7000,11,0,-0.1475794855782031,0.02146816,0.0013294074
PRV56221,305,228340,748.655737704918,48000,49,0,0.0057451971165664,0.15126258,0.31064084
PRV56222,101,24770,245.24752475247524,3300,7,0,-0.1634383591145627,0.13905673,0.0010560851
PRV56224,111,68950,621.1711711711712,14000,64,0,-0.0627911331754503,0.17273518,0.0045043286
PRV56225,588,761100,1294.3877551020407,74000,9,1,0.1002002561173887,0.2742445,0.95060295
PRV56227,26,8820,339.2307692307692,4000,13,0,-0.1710920786669257,0.035600334,0.004848117
PRV56228,262,65670,250.6488549618321,3300,48,0,-0.0751994849303622,0.17476861,0.007188195
PRV56229,13,4440,341.53846153846155,3300,5,0,-0.17846421939035,0.017813062,0.00027394854
PRV56231,270,408720,1513.7777777777778,57000,23,1,-0.0050546389834347,0.26828295,0.54752576
PRV56232,35,9780,279.42857142857144,1900,27,0,-0.1484202894806727,0.063775904,0.0008034123
PRV56233,98,32890,335.6122448979592,3000,3,0,-0.1615098599624373,0.1667926,0.00097087334
PRV56234,70,21720,310.2857142857143,2400,32,0,-0.1443511002329045,0.17360069,0.0012213663
PRV56235,171,178900,1046.1988304093568,41000,76,0,0.0068600615772375,0.23859414,0.17974712
PRV56236,36,56080,1557.7777777777778,13000,28,0,-0.1233672943272712,0.093731895,0.012654394
PRV56237,198,35030,176.91919191919192,1600,22,0,-0.11636515447137,0.14959039,0.013838345
PRV56238,31,73690,2377.0967741935483,42000,14,0,-0.0889160781518494,0.06462935,0.049450155
PRV56239,125,54830,438.64,3300,6,0,-0.1522410080280513,0.18113191,0.10948784
PRV56241,140,31640,226.0,2600,67,0,-0.0641242082069897,0.15253288,0.000945274
PRV56242,136,50420,370.7352941176471,7000,12,0,-0.1429679292552326,0.15556045,0.026561815
PRV56243,909,922780,1015.1595159515952,50000,122,0,0.1749297514721628,0.22671762,0.31223252
PRV56245,76,13720,180.52631578947367,1700,7,0,-0.1576479681735523,0.15816544,0.0029645308
PRV56247,26,20410,785.0,9000,10,0,-0.1578686750234362,0.035877213,0.0039156214
PRV56248,934,283190,303.2012847965739,3300,10,0,0.02203314477047,0.16929545,0.07038368
PRV56249,1110,875110,788.3873873873874,46000,33,1,0.1337545691292542,0.24856257,0.9194235
PRV56251,30,8950,298.3333333333333,3100,9,0,-0.1768994308646577,0.046182778,0.000847254
PRV56252,18,5210,289.44444444444446,3300,13,0,-0.1732154212253713,0.020720905,0.0008669552
PRV56253,311,636680,2047.2025723472668,51000,28,1,0.0252285072254333,0.42589006,0.92214215
PRV56255,102,38510,377.5490196078432,3300,13,0,-0.1601238214132728,0.14920488,0.0019861695
PRV56256,55,90650,1648.1818181818182,14000,17,0,-0.1201229776398604,0.24298497,0.020732023
PRV56257,52,157440,3027.692307692308,34000,19,1,-0.0862464645603702,0.26419333,0.6252385
PRV56258,70,26130,373.2857142857143,3300,46,0,-0.1174716556416678,0.1625765,0.0006055471
PRV56259,196,160020,816.4285714285714,24000,110,1,0.0415952479296697,0.20586067,0.48803413
PRV56260,59,550510,9330.677966101695,55000,9,0,0.0307514648317572,0.803927,0.38200057
PRV56261,69,24690,357.8260869565217,3300,11,0,-0.1716322031584246,0.16766764,0.0018128236
PRV56262,15,3480,232.0,1000,9,0,-0.1723118159013862,0.01849254,0.0009805972
PRV56263,18,22940,1274.4444444444443,13000,11,0,-0.1420743833059062,0.022781897,0.006553567
PRV56264,51,172050,3373.529411764706,54000,27,0,-0.0616513974166238,0.25034255,0.23317395
PRV56265,126,211760,1680.6349206349207,32000,17,0,-0.0731717781970448,0.17367509,0.23823752
PRV56266,30,9640,321.3333333333333,3000,21,0,-0.1647967004861275,0.040256593,0.00034686498
PRV56267,4,350,87.5,100,3,0,-0.1652394463115507,0.0,0.0009102378
PRV56268,1113,940670,845.1662174303684,47000,299,1,0.2251979296239308,0.16356954,0.57838583
PRV56269,17,83230,4895.882352941177,22000,13,0,-0.1014427514016965,0.040949393,0.048483774
PRV56270,1043,289970,278.01534036433367,3300,44,0,0.0788863400991286,0.14965594,0.18817545
PRV56271,93,36760,395.26881720430106,6000,17,0,-0.1481061684102454,0.18087104,0.010305518
PRV56272,22,5450,247.72727272727272,3100,6,0,-0.1782983231425681,0.024201838,0.0031541411
PRV56274,8,23980,2997.5,12000,7,0,-0.1241059199938885,0.041546308,0.00720569
PRV56275,80,24690,308.625,3200,1,0,-0.1670519926394955,0.16750972,0.00060677103
PRV56276,7,13390,1912.857142857143,13000,3,0,-0.1345268577571962,0.05615634,0.004816527
PRV56277,19,5470,287.89473684210526,2500,5,0,-0.1765332694013895,0.022841385,0.0006763847
PRV56278,27,20910,774.4444444444445,3300,3,0,-0.1645145414294316,0.04126205,0.0025067148
PRV56279,53,17770,335.2830188679245,3300,2,0,-0.1760603585598231,0.16073138,0.00056266645
PRV56280,39,8450,216.66666666666663,2300,6,0,-0.1740090295289991,0.07922341,0.0031393424
PRV56281,54,24130,446.8518518518519,3300,2,0,-0.1730358006114369,0.17341833,0.004518132
PRV56282,4,500,125.0,200,2,0,-0.1690523710242401,0.0,0.0012317196
PRV56283,3,2320,773.3333333333334,2200,1,0,-0.162410459744182,0.0,0.00024277248
PRV56284,67,23090,344.6268656716418,3300,3,0,-0.1742954143841323,0.16205032,0.00046912965
PRV56285,13,140000,10769.23076923077,50000,2,0,-0.0269379768102726,0.06793444,0.09193377
PRV56286,1,23000,23000.0,23000,1,0,0.0496864418474425,0.0,0.0016943057
PRV56287,107,28680,268.0373831775701,3300,1,0,-0.15915577304153,0.16290617,0.0005655252
PRV56288,2,24000,12000.0,15000,2,0,-0.0430670042020036,0.0,0.0020301319
PRV56289,5,28000,5600.0,10000,4,0,-0.1070011811431678,0.09199989,0.00467385
PRV56290,23,11560,502.60869565217394,3300,3,0,-0.1752075022599556,0.029220954,0.0069863796
PRV56291,36,13150,365.27777777777777,3300,2,0,-0.1774561958923374,0.062493764,0.0020181532
PRV56293,3,430,143.33333333333334,410,2,0,-0.1719846874653098,0.0,0.0036817505
PRV56295,4,1200,300.0,1100,1,0,-0.1720870702763812,0.0,0.001083419
PRV56297,28,7140,255.0,3300,3,0,-0.1793479932386787,0.035621777,0.00086393615
PRV56299,5,320,64.0,200,1,0,-0.1658935930356398,0.07692992,0.00224226
PRV56300,8,990,123.75,400,1,0,-0.1718389104784438,0.03413402,0.0010588282
PRV56301,3,1030,343.3333333333333,900,1,0,-0.173489040120072,0.0,0.00076451275
PRV56302,4,1500,375.0,600,1,0,-0.1716267847017941,0.0,0.0013206626
PRV56303,2,70,35.0,60,1,0,-0.1641085066864779,0.0,0.0013179949
PRV56304,15,12660,844.0,6050,2,0,-0.1590727440376235,0.020360108,0.000514961
PRV56305,29,4200,144.82758620689654,600,1,0,-0.165654958328234,0.036748223,0.00052237813
PRV56306,7,1400,200.0,600,1,0,-0.1750695524519206,0.048907682,0.007783449
PRV56307,12,1330,110.83333333333331,400,3,0,-0.1738121841086947,0.017609475,0.00043326043
PRV56308,15,5030,335.3333333333333,1700,3,0,-0.1762489298530508,0.018896969,0.0006942142
PRV56309,3,1320,440.0,1200,1,0,-0.1712574488546729,0.0,0.0017704217
PRV56310,1,80,80.0,80,1,0,-0.1660638158773064,0.0,0.0017946006
PRV56311,19,7670,403.6842105263158,2000,2,0,-0.1757997604741579,0.023169192,0.007945538
PRV56313,3,100,33.333333333333336,70,1,0,-0.1642438249399641,0.0,0.0013179949
PRV56314,8,3740,467.5,2200,3,0,-0.1718168198618047,0.0350896,0.0031189378
PRV56316,6,4450,741.6666666666666,2200,3,0,-0.1653173398442227,0.050322674,0.0009920965
PRV56317,2,10,5.0,10,2,0,-0.1608758132062666,0.0,0.0011578497
PRV56318,1,200,200.0,200,1,0,-0.166509409991149,0.0,0.030120883
PRV56319,13,6480,498.46153846153845,3300,2,0,-0.1781494543055346,0.019094123,0.001128846
PRV56321,7,3910,558.5714285714286,2600,2,0,-0.1738783734252539,0.034802984,0.0011819685
PRV56322,37,6800,183.7837837837837,1500,3,0,-0.1730454176265262,0.06259564,0.008459787
PRV56324,1,100,100.0,100,1,0,-0.165468060812217,0.0,0.0017946006
PRV56328,15,2100,140.0,600,3,0,-0.1748685707242604,0.018328171,0.000353774
PRV56329,14,177000,12642.857142857143,32000,2,0,-0.0222047809751956,0.08069693,0.08225992
PRV56330,16,3130,195.625,1000,3,0,-0.1777770953362472,0.019274104,0.0008723913
PRV56331,1,10,10.0,10,1,0,-0.1613966994978372,0.0,0.0017946006
PRV56333,42,11600,276.1904761904762,3300,2,0,-0.1768412882284607,0.10792465,0.0013377463
PRV56334,8,670,83.75,300,1,0,-0.1701508535218486,0.03404086,0.0027126058
PRV56335,18,156000,8666.666666666666,29000,3,0,-0.0620154699208198,0.078329615,0.24306639
PRV56336,21,237000,11285.714285714286,39000,1,0,-0.0155906365985987,0.1615546,0.18472192
PRV56337,2,180,90.0,100,1,0,-0.1661067841111859,0.0,0.0013479404
PRV56338,10,97400,9740.0,28000,3,0,-0.060898749992134,0.048315585,0.085954495
PRV56339,1,9000,9000.0,9000,1,0,-0.0690491940448972,0.0,0.0009235228
PRV56340,3,57000,19000.0,48000,1,0,0.0516972627872858,0.0,0.014075189
PRV56341,1,18000,18000.0,18000,1,0,0.0120721194476091,0.0,0.00087617664
PRV56342,5,52000,10400.0,20000,1,0,-0.0575330428304196,0.11806668,0.025356341
PRV56344,11,3520,320.0,1400,5,0,-0.1739036944052182,0.018574981,0.0006059019
PRV56345,572,134510,235.15734265734267,3300,10,0,-0.0452936002438323,0.15018512,0.13744086
PRV56346,42,16050,382.1428571428572,3300,14,0,-0.1738449005077799,0.10043919,0.0011978694
PRV56347,51,106110,2080.5882352941176,41000,19,0,-0.0871501889365997,0.22433507,0.18829653
PRV56348,58,11200,193.1034482758621,2010,28,0,-0.1452133785486786,0.14218065,0.0028377373
PRV56349,61,288280,4725.901639344263,43000,33,0,-0.0388612498566856,0.5420544,0.2771514
PRV56350,158,812530,5142.594936708861,57000,80,1,0.095377952973563,0.6293791,0.9189304
PRV56351,29,10920,376.5517241379311,2900,13,0,-0.1730668272641876,0.04076458,0.00079305435
PRV56352,24,37730,1572.0833333333333,18000,14,0,-0.1348489832006635,0.033554263,0.012166147
PRV56353,96,29340,305.625,6050,25,0,-0.1402834462792294,0.16155493,0.0022311776
PRV56354,11,70470,6406.363636363636,57000,7,0,-0.0398222764977416,0.02789236,0.04380758
PRV56355,115,76130,662.0,25000,16,0,-0.1120549610930901,0.20416728,0.02582652
PRV56357,16,1690,105.625,400,6,0,-0.168597191842451,0.017519673,0.000688119
PRV56358,4,240,60.0,100,4,0,-0.1615213470805406,0.0,0.0010690475
PRV56360,78,25060,321.28205128205127,2200,6,0,-0.1619374100964109,0.16690904,0.00041224086
PRV56361,114,105550,925.877192982456,12000,19,1,-0.1126621134242489,0.2055137,0.121079996
PRV56362,60,13210,220.16666666666663,3300,18,0,-0.1693478447273334,0.14305562,0.0049804924
PRV56363,19,10420,548.421052631579,3300,2,0,-0.1765971921519034,0.023610642,0.047897812
PRV56364,79,31280,395.9493670886076,3300,1,0,-0.1660745723502371,0.15409724,0.0009837361
PRV56366,9,1880,208.88888888888889,1200,2,0,-0.1775351700640073,0.022290723,0.0021653406
PRV56367,45,10550,234.44444444444449,3300,4,0,-0.1764030307819025,0.12697701,0.0010053641
PRV56368,34,9050,266.1764705882353,4000,7,0,-0.1732174219235897,0.052787583,0.0016739259
PRV56369,1,80,80.0,80,1,0,-0.1660638158773064,0.0,0.0017946006
PRV56370,9,1620,180.0,500,2,0,-0.1768920137474286,0.022175925,0.00051332935
PRV56373,1,10,10.0,10,1,0,-0.1613966994978372,0.0,0.0017946006
PRV56374,25,7570,302.8,2300,6,0,-0.1754561065687505,0.031571787,0.0004925672
PRV56375,54,15220,281.85185185185185,3000,4,0,-0.1750476685089539,0.17100534,0.001414913
PRV56376,20,10780,539.0,6900,6,0,-0.1667728470373468,0.026024744,0.010017613
PRV56377,1,60,60.0,60,1,0,-0.1652606896469051,0.0,0.0017946006
PRV56378,31,4480,144.51612903225808,600,1,0,-0.1644999296450053,0.039081205,0.0004976008
PRV56379,53,16520,311.6981132075472,3300,11,0,-0.1759706767621619,0.17430465,0.0017811186
PRV56380,21,6040,287.6190476190476,800,3,0,-0.1754597844611788,0.025992835,0.0021419688
PRV56381,8,4720,590.0,3300,3,0,-0.1729452904746295,0.027186304,0.0009345373
PRV56384,49,29790,607.9591836734694,14000,8,0,-0.1508129520284914,0.18163456,0.040542
PRV56385,22,2770,125.9090909090909,1500,2,0,-0.1748429152003545,0.023889065,0.0054337475
PRV56387,1,90,90.0,90,1,0,-0.1656919797699161,0.0,0.0017946006
PRV56388,7,5300,757.1428571428571,2400,5,0,-0.1642427389560915,0.03516117,0.00035928198
PRV56389,15,6520,434.6666666666667,2700,2,0,-0.1781697738885889,0.018503036,0.0003848952
PRV56390,5,40220,8044.0,29000,5,0,-0.0692641288145329,0.11288569,0.007249955
PRV56391,2,150,75.0,100,2,0,-0.1673532424981496,0.0,0.0029580477
PRV56392,20,41860,2093.0,11000,7,1,-0.1352357547817572,0.03396204,0.5190868
PRV56393,10,2580,258.0,700,1,0,-0.17584824050333,0.022348354,0.0006978751
PRV56394,32,15920,497.5,3300,5,0,-0.1719063926151452,0.051539503,0.028188752
PRV56395,7,107000,15285.714285714286,37000,2,0,-0.0001732217638094,0.088262446,0.07798811
PRV56396,83,289380,3486.5060240963853,29000,31,1,-0.057145385692606,0.42648792,0.568285
PRV56397,47,9600,204.25531914893617,2400,20,0,-0.1640331725478496,0.13450809,0.0053471373
PRV56398,19,6030,317.3684210526316,4000,12,0,-0.1694195931990496,0.023309413,0.0035896762
PRV56400,9,49800,5533.333333333333,28000,7,1,-0.0967953844582692,0.036318343,0.25414792
PRV56401,143,27390,191.53846153846155,3300,1,0,-0.1483868679729265,0.13029328,0.004280222
PRV56403,34,78660,2313.529411764706,15000,8,1,-0.1238881210164621,0.11443824,0.3778094
PRV56404,363,131660,362.6997245179064,8030,39,0,-0.0404170336811254,0.1606894,0.010363593
PRV56405,60,24090,401.5,3300,21,0,-0.1649930412744239,0.177031,0.00362605
PRV56406,201,44770,222.7363184079602,3300,7,0,-0.1375218278118192,0.16697787,0.03473441
PRV56407,40,39500,987.5,10000,18,0,-0.1512813329247843,0.09900703,0.020987038
PRV56408,68,79570,1170.1470588235295,57000,14,0,-0.0600641542457999,0.28466257,0.027041212
PRV56410,350,92530,264.37142857142857,3300,19,0,-0.0845444331807344,0.13541691,0.27680555
PRV56411,75,110650,1475.3333333333333,80000,15,0,0.0124417187571008,0.15298295,0.08236004
PRV56412,112,111360,994.2857142857144,21000,11,0,-0.1080462113654295,0.14812638,0.09624646
PRV56413,12,8650,720.8333333333334,3300,4,0,-0.1703340682572604,0.018764947,0.0018411707
PRV56414,27,5900,218.5185185185185,1500,24,0,-0.1525879030007277,0.037201475,0.0016934654
PRV56415,41,15990,390.0,6300,20,0,-0.1582731487903148,0.09625894,0.0027482805
PRV56416,1592,2744870,1724.1645728643216,57000,52,1,0.222028303584398,0.3139222,0.9901917
PRV56417,119,20230,170.0,3300,13,0,-0.1524852587296574,0.16058682,0.0012751956
PRV56418,29,9790,337.58620689655174,2400,14,0,-0.1723755229708108,0.040451623,0.0024030907
PRV56421,133,510750,3840.2255639097743,79000,43,1,0.0675996383465485,0.35690716,0.796303
PRV56423,12,15490,1290.8333333333333,9000,9,0,-0.1468674950195064,0.029159024,0.0026255932
PRV56425,381,135450,355.51181102362204,12000,54,1,-0.0228774953714335,0.1641316,0.007767968
PRV56426,436,127230,291.8119266055046,3300,51,0,-0.027716327424492,0.16012172,0.0063199173
PRV56427,23,10460,454.7826086956522,3300,13,0,-0.1718676047386558,0.026776167,0.011606208
PRV56428,311,172930,556.0450160771704,32000,18,1,-0.0478480105270082,0.19256166,0.6598454
PRV56430,38,11130,292.89473684210526,2200,13,0,-0.1694612123324725,0.07919228,0.00056394754
PRV56432,25,54080,2163.2,19000,13,0,-0.1302018368504366,0.047306713,0.1932271
PRV56433,121,39510,326.5289256198347,3300,71,0,-0.0680584628069589,0.1760116,0.0014078565
PRV56435,260,100030,384.7307692307692,17000,48,1,-0.059411137031782,0.15147229,0.22849278
PRV56437,719,469300,652.712100139082,23000,8,1,0.038516972220426,0.20321949,0.5749748
PRV56438,133,827300,6220.300751879699,57000,59,1,0.0728061791397002,0.5445995,0.92457014
PRV56439,443,134960,304.65011286681715,3300,40,0,-0.0357564880820031,0.15081412,0.010790455
PRV56440,89,29150,327.5280898876405,3300,16,0,-0.1639844822854317,0.156396,0.0006568879
PRV56441,35,3980,113.71428571428572,800,26,0,-0.1423044499307676,0.054188684,0.0011511851
PRV56442,1330,1234150,927.9323308270676,57000,81,1,0.1808442416134946,0.23890534,0.97438544
PRV56444,1317,383140,290.91875474563403,10300,249,1,0.2113034827088094,0.16468471,0.94738436
PRV56445,55,215750,3922.727272727273,21000,23,0,-0.0701474718533641,0.33587295,0.23999515
PRV56447,170,50870,299.2352941176471,3300,20,1,-0.1403082480265826,0.14740747,0.16039883
PRV56448,584,198950,340.6678082191781,3300,1,0,-0.0181445833645364,0.17409879,0.18363811
PRV56449,135,211880,1569.4814814814815,57000,70,0,0.0064518416044684,0.35835466,0.2903568
PRV56451,259,72950,281.66023166023166,2600,25,0,-0.1056057915631507,0.15804534,0.004440478
PRV56452,110,63150,574.0909090909091,14000,45,0,-0.0979192626755129,0.18187451,0.008788699
PRV56453,115,43550,378.69565217391306,7030,18,0,-0.1437190677976091,0.16654222,0.014949185
PRV56454,159,43910,276.1635220125786,3300,37,0,-0.1203566484312377,0.16477044,0.0016952947
PRV56455,13,4860,373.84615384615387,3300,5,0,-0.1777614397045435,0.018105093,0.0003238972
PRV56456,46,114710,2493.695652173913,14000,17,0,-0.1043775670784931,0.2491132,0.14556217
PRV56458,54,53410,989.074074074074,10000,24,0,-0.1351714108377743,0.20149133,0.017094834
PRV56461,115,135180,1175.4782608695652,28000,73,0,-0.0214356127631521,0.19369216,0.035540614
PRV56463,18,1660,92.22222222222224,400,3,0,-0.1722169027111036,0.020987201,0.0017038056
PRV56464,84,14920,177.61904761904762,3300,42,0,-0.1164410428679503,0.13546234,0.0014785293
PRV56466,56,8190,146.25,1300,14,0,-0.1587245436298669,0.15890706,0.0017134747
PRV56467,349,95720,274.269340974212,3300,28,0,-0.0752898123963659,0.17551416,0.049561184
PRV56468,34,47270,1390.2941176470588,16000,18,0,-0.135459579146464,0.08303129,0.013584597
PRV56469,131,430560,3286.7175572519086,57000,74,0,0.0278061203081106,0.6573767,0.23358285
PRV56470,37,35610,962.4324324324324,11000,13,0,-0.1531012936041348,0.08738472,0.011512245
PRV56471,43,10490,243.95348837209303,1700,10,0,-0.1689135759881635,0.097509935,0.012397427
PRV56473,55,71310,1296.5454545454545,16000,38,0,-0.106631359380285,0.21356672,0.008034833
PRV56474,31,13970,450.64516129032256,7000,10,0,-0.162248503998957,0.053341825,0.004089089
PRV56475,34,11180,328.8235294117647,3300,11,0,-0.1759947945152171,0.060415737,0.0014092777
PRV56476,4,6700,1675.0,6000,4,0,-0.1421737964797312,0.0,0.00055003073
PRV56477,9,4460,495.55555555555554,3000,6,0,-0.1742046891094227,0.022796892,0.0006215708
PRV56478,152,638850,4202.960526315789,57000,52,0,0.0247555264328331,0.34258243,0.52877057
PRV56479,140,38990,278.5,3300,72,0,-0.0662769570037941,0.16640352,0.00086936535
PRV56480,21,3120,148.57142857142858,580,6,0,-0.1707259458742732,0.025236804,0.0052516875
PRV56481,128,668910,5225.859375,40000,27,1,0.0144387512670913,0.46181548,0.88558394
PRV56482,28,14780,527.8571428571429,5200,12,0,-0.1653731766829655,0.037041403,0.0040225335
PRV56483,32,25850,807.8125,7000,25,0,-0.1416334651535958,0.061119854,0.008919583
PRV56484,9,6980,775.5555555555555,3300,7,0,-0.1631554494838424,0.023183534,0.0023479036
PRV56485,48,26790,558.125,10000,5,0,-0.1633131540039542,0.14823972,0.014123735
PRV56486,77,26220,340.5194805194805,8000,8,0,-0.1558446076505086,0.15861087,0.0025303988
PRV56487,27,12230,452.962962962963,9000,18,0,-0.1551898716341668,0.036136054,0.0035424815
PRV56489,21,9350,445.2380952380952,3300,10,0,-0.1742069183708114,0.026311923,0.0030805713
PRV56490,14,78170,5583.571428571428,19000,5,0,-0.1025398517789937,0.033191256,0.022064138
