Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score,behavior_risk
PRV56480,21,3120,148.57142857142858,580,6,0,-0.1707259458742732,0.025236804
PRV56481,128,668910,5225.859375,40000,27,1,0.0144387512670913,0.46181548
PRV56482,28,14780,527.8571428571429,5200,12,0,-0.1653731766829655,0.037041403
PRV56483,32,25850,807.8125,7000,25,0,-0.1416334651535958,0.061119854
PRV56484,9,6980,775.5555555555555,3300,7,0,-0.1631554494838424,0.023183534
PRV56485,48,26790,558.125,10000,5,0,-0.1633131540039542,0.14823972
PRV56486,77,26220,340.5194805194805,8000,8,0,-0.1558446076505086,0.15861087
PRV56487,27,12230,452.962962962963,9000,18,0,-0.1551898716341668,0.036136054
PRV56489,21,9350,445.2380952380952,3300,10,0,-0.1742069183708114,0.026311923
PRV56490,14,78170,5583.571428571428,19000,5,0,-0.1025398517789937,0.033191256
PRV56494,560,185430,331.125,3300,31,0,-0.0219834477089491,0.1470944
PRV56495,36,11750,326.3888888888889,3300,3,0,-0.1776163638334685,0.07202257
PRV56496,41,13620,332.1951219512195,3300,1,0,-0.1744344983989161,0.086281955
PRV56497,30,12540,418.0,3300,5,0,-0.1757290788978696,0.038316336
PRV56498,7,2510,358.57142857142856,2000,3,0,-0.1726333977598003,0.04911338
PRV56500,151,65010,430.5298013245033,8000,3,0,-0.1295264728504739,0.15487412
PRV56501,232,175190,755.1293103448276,35000,14,1,-0.062126791454074,0.25285637
PRV56502,7,1410,201.42857142857144,700,4,0,-0.1741069613499911,0.034229364
PRV56504,66,17090,258.93939393939394,3300,7,0,-0.1756456881184858,0.14328189
PRV56507,42,260300,6197.619047619048,99000,10,0,0.0856604198518119,0.3198411
PRV56508,177,48580,274.4632768361582,3300,7,0,-0.1466947326874408,0.15533899
PRV56509,117,42370,362.13675213675214,3300,7,0,-0.1579678747729347,0.14601207
PRV56510,9,800,88.88888888888889,300,5,0,-0.1691870081577507,0.022053648
PRV56511,23,6060,263.4782608695652,2400,3,0,-0.1788842988183088,0.027203139
PRV56512,27,10050,372.22222222222223,2200,1,0,-0.1727823172909189,0.037554827
PRV56514,6,1230,205.0,500,1,0,-0.1748785122124636,0.048855275
PRV56515,7,2640,377.1428571428572,1900,2,0,-0.1747433805785581,0.034437757
PRV56517,123,38170,310.3252032520325,4060,3,0,-0.1510011074323907,0.14375155
PRV56518,2,900,450.0,600,2,0,-0.1717477144029653,0.0
PRV56519,7,69000,9857.142857142857,19000,1,0,-0.0652254295635312,0.06140116
PRV56521,32,11840,370.0,3300,4,0,-0.1768037053643348,0.047704667
PRV56522,3,1700,566.6666666666666,1100,2,0,-0.1722473827906938,0.0
PRV56523,21,6670,317.6190476190476,1400,2,1,-0.1755739527725636,0.02481085
PRV56524,3,120,40.0,60,1,0,-0.1643061712864829,0.0
PRV56525,66,18830,285.3030303030303,3300,1,0,-0.1733129462884671,0.13812158
PRV56526,32,9020,281.875,3300,1,0,-0.1747464462201123,0.042421646
PRV56527,57,19990,350.70175438596493,3300,1,0,-0.1730539931216776,0.172704
PRV56528,21,2400,114.28571428571428,1100,2,0,-0.175886683358884,0.023759311
PRV56529,34,4970,146.1764705882353,1000,3,0,-0.171133972038727,0.0540387
PRV56530,3,380,126.66666666666669,300,3,0,-0.1689765170813579,0.0
PRV56531,5,300,60.0,100,1,0,-0.1641245032357562,0.076957434
PRV56533,15,93000,6200.0,27000,2,0,-0.0926959030949065,0.04413819
PRV56535,67,17920,267.46268656716416,3300,1,0,-0.1734596746073095,0.14572121
PRV56536,65,17500,269.2307692307692,3300,1,0,-0.1741779905223154,0.14578475
PRV56537,104,22710,218.3653846153846,3300,2,0,-0.1607316678138338,0.15358508
PRV56538,23,4480,194.7826086956522,2200,1,0,-0.1733258788109532,0.02536076
PRV56539,1,900,900.0,900,1,0,-0.1539118429091869,0.0
PRV56540,1,0,0.0,0,1,0,-0.1599584879572585,0.0
PRV56541,54,584000,10814.814814814816,57000,7,1,0.0443952625323419,0.81953204
PRV56543,4,22000,5500.0,10000,2,0,-0.109169578623876,0.0
PRV56544,20,99630,4981.5,12000,2,0,-0.0970468995493386,0.055911787
PRV56545,1,7000,7000.0,7000,1,0,-0.0858043810973619,0.0
PRV56546,9,80000,8888.888888888889,29000,1,0,-0.0663210743717682,0.038563445
PRV56547,7,60000,8571.42857142857,20000,4,0,-0.0832349267503902,0.052398488
PRV56548,8,124000,15500.0,66000,2,0,0.0470470966700581,0.067110986
PRV56549,2,14000,7000.0,10000,1,0,-0.0882341528473463,0.0
PRV56550,80,554890,6936.125,55000,20,1,0.0071246449979052,0.6335049
PRV56551,36,14070,390.8333333333333,3300,6,0,-0.1777469612244935,0.06734074
PRV56552,24,7390,307.9166666666667,2100,13,0,-0.1703786828820731,0.027657565
PRV56553,65,14620,224.92307692307693,3000,16,0,-0.1708416805107864,0.12795846
PRV56554,48,13810,287.7083333333333,3300,28,0,-0.1595073712796237,0.13617179
PRV56555,69,494800,7171.014492753623,38000,16,0,-0.006094292002134,0.6082097
PRV56556,880,852530,968.7840909090908,32000,12,0,0.1034266023271586,0.18533084
PRV56557,65,22690,349.0769230769231,2900,42,0,-0.1272734667854482,0.15711582
PRV56559,1113,345330,310.26954177897574,7060,21,0,0.0579125406403699,0.17207402
PRV56560,2313,3212000,1388.672719412019,57000,26,1,0.2336775206702749,0.43534157
PRV56562,37,48650,1314.8648648648648,30000,23,0,-0.11034331993158,0.07257875
PRV56563,30,96890,3229.6666666666665,37000,20,0,-0.0886299686829522,0.08029327
PRV56566,176,68110,386.9886363636364,12000,7,1,-0.1254771205560687,0.15379742
PRV56568,131,62180,474.6564885496183,9050,12,0,-0.140219150080305,0.17070746
PRV56570,30,150940,5031.333333333333,39000,23,0,-0.0642822526897601,0.11704616
PRV56571,11,31520,2865.454545454545,18000,10,0,-0.1201471633258108,0.024700452
PRV56572,20,3890,194.5,1100,13,0,-0.1662746937262797,0.022612387
PRV56574,62,121180,1954.516129032258,39000,37,0,-0.0690536125964277,0.28019094
PRV56575,830,1154530,1391.0,57000,15,1,0.1317797670688918,0.22798158
PRV56576,234,67150,286.96581196581195,4000,2,0,-0.1207040122627201,0.14271629
PRV56577,293,112430,383.7201365187713,14000,134,0,0.0563814353587134,0.14059031
PRV56578,81,138730,1712.716049382716,37000,44,0,-0.0598160896063006,0.16066326
PRV56579,39,6850,175.64102564102564,1500,9,0,-0.1699131712460906,0.07911405
PRV56580,185,62890,339.94594594594594,3300,99,0,-0.0092170278538825,0.17173715
PRV56581,7,2110,301.42857142857144,900,1,0,-0.1741776578129725,0.03443767
PRV56582,1,30,30.0,30,1,0,-0.1625049873140977,0.0
PRV56583,24,109070,4544.583333333333,23000,22,0,-0.0869250846914895,0.077975124
PRV56584,55,36660,666.5454545454545,9000,11,0,-0.1597951859048131,0.1744835
PRV56585,7,25090,3584.285714285714,12000,6,0,-0.1233181216015506,0.057286028
PRV56586,4,370,92.5,200,3,0,-0.1672687170636297,0.0
PRV56587,473,377970,799.0909090909091,43000,103,1,0.0785452187392915,0.17646152
PRV56588,269,1030600,3831.226765799257,42000,108,1,0.1306108594024643,0.36971873
PRV56589,24,42650,1777.0833333333333,12000,14,0,-0.1408799284529185,0.040036146
PRV56590,33,10410,315.45454545454544,3300,22,0,-0.1634660725080798,0.048710413
PRV56591,143,135460,947.2727272727273,13000,35,1,-0.0876282464399499,0.23246706
PRV56592,118,732240,6205.423728813559,68000,47,1,0.0681404134869859,0.69159687
PRV56593,46,13490,293.2608695652174,2000,15,0,-0.165913889998338,0.13224432
PRV56594,70,29730,424.7142857142857,3300,29,0,-0.1527873465793101,0.15390383
PRV56595,56,15760,281.42857142857144,3300,42,0,-0.1285905545040439,0.12839916
PRV56596,18,4140,230.0,1900,16,0,-0.1626665256722885,0.021305151
PRV56597,191,52120,272.87958115183244,3300,1,0,-0.1367503636092744,0.15887262
PRV56598,280,87080,311.0,3300,42,0,-0.0688359325197425,0.17952149
PRV56601,33,11510,348.7878787878788,3000,10,0,-0.1747894575124507,0.050746117
PRV56602,145,55810,384.8965517241379,3300,22,0,-0.1420491286727734,0.16644599
PRV56603,4,6120,1530.0,6000,4,0,-0.1452950922872872,0.0
PRV56604,29,9780,337.2413793103448,3300,18,0,-0.170429524244166,0.039925635
PRV56605,108,51240,474.44444444444446,8000,3,1,-0.1434305592560781,0.17531453
PRV56606,64,94550,1477.34375,17000,19,0,-0.1210997096425297,0.26494753
PRV56607,72,48820,678.0555555555555,20000,6,0,-0.134254814826796,0.15959021
PRV56608,856,235250,274.8247663551402,3300,48,1,0.0533164852803781,0.14062725
PRV56610,30,76590,2553.0,14000,18,0,-0.1185133295981094,0.08664024
PRV56611,123,26970,219.26829268292684,3100,19,0,-0.1525044794322064,0.14599627
PRV56613,304,81390,267.73026315789474,3300,12,0,-0.103697996317141,0.1507268
PRV56614,26,126100,4850.0,27000,14,0,-0.0969955193228149,0.06704509
PRV56615,129,64650,501.1627906976744,21000,32,0,-0.1065127534410346,0.17310783
PRV56616,176,38150,216.76136363636363,3300,4,1,-0.1452234431145739,0.17518598
PRV56618,135,32210,238.59259259259252,3300,9,0,-0.1568847273602993,0.15276054
PRV56621,91,31940,350.989010989011,3300,63,0,-0.0878386293068609,0.15510425
PRV56622,26,8930,343.46153846153845,2200,18,0,-0.1647422967302328,0.035101786
PRV56624,22,187460,8520.90909090909,57000,17,1,-0.0191710125738889,0.14915079
PRV56625,36,10020,278.3333333333333,3300,25,0,-0.1580330310066712,0.063861944
PRV56626,94,65670,698.6170212765958,33000,25,0,-0.0965897704642203,0.16838428
PRV56628,101,110420,1093.2673267326732,24000,40,0,-0.0832646144735955,0.19078986
PRV56630,159,597230,3756.1635220125786,50000,44,1,0.009989437785013,0.29476196
PRV56632,73,64920,889.3150684931506,9000,2,0,-0.1391807240008288,0.19362733
PRV56633,5,600,120.0,300,4,0,-0.1688034754820608,0.077044144
PRV56634,206,55830,271.0194174757282,3300,4,0,-0.136660110689872,0.15652858
PRV56635,10,2270,227.0,1400,9,0,-0.1697743134127136,0.019838098
PRV56637,161,40250,250.0,3300,65,0,-0.0722698715110539,0.15406828
PRV56638,26,7230,278.0769230769231,2600,21,0,-0.1647711752261127,0.03285947
PRV56639,96,46400,483.3333333333333,3300,2,0,-0.1581758422490968,0.15955043
PRV56640,23,7320,318.2608695652174,1600,14,0,-0.16743685458342,0.029262047
PRV56641,1,100,100.0,100,1,0,-0.165468060812217,0.0
PRV56642,141,45430,322.1985815602837,3300,1,0,-0.1512144417874225,0.16012385
PRV56643,24,72690,3028.75,12000,16,0,-0.1185752463784724,0.05430917
PRV56645,64,22720,355.0,2500,39,0,-0.1288321427463458,0.17185126
PRV56647,183,1288910,7043.224043715847,44000,57,1,0.1412787468341714,0.64304274
PRV56648,49,14940,304.8979591836735,3300,23,0,-0.1656660151301553,0.15727144
PRV56649,266,192350,723.1203007518797,51000,9,1,-0.0215722050425591,0.19283901
PRV56651,71,18630,262.3943661971831,6050,13,0,-0.1622821209370388,0.13116653
PRV56653,72,21060,292.5,3300,3,0,-0.1724004659454828,0.13673927
PRV56654,49,17620,359.59183673469386,2600,1,0,-0.1711489310156798,0.15806079
PRV56655,251,69380,276.41434262948206,3400,30,0,-0.1039503948204257,0.15464364
PRV56656,42,14060,334.7619047619048,2700,1,0,-0.1724969749141944,0.09497931
PRV56657,20,5200,260.0,1800,13,0,-0.1676040696502319,0.022658208
PRV56658,70,35160,502.2857142857143,20000,38,0,-0.1103505471761376,0.199017
PRV56659,141,34550,245.03546099290784,5000,3,0,-0.1441608339900991,0.15691997
PRV56660,4,180,45.0,100,2,0,-0.1655904317117401,0.0
PRV56662,9,15290,1698.888888888889,7000,3,0,-0.1470001925383055,0.024948226
PRV56663,251,159640,636.01593625498,20000,29,0,-0.0670809289601365,0.17791562
PRV56664,15,59600,3973.3333333333335,57000,3,0,-0.0507421246158389,0.028454086
PRV56667,32,6300,196.875,2700,12,0,-0.1687695897276501,0.04775757
PRV56668,73,623470,8540.684931506848,57000,18,1,0.0334046034463377,0.8463567
PRV56669,40,283610,7090.25,41000,9,1,-0.0426280260316976,0.3103291
PRV56671,43,35340,821.8604651162791,16000,22,0,-0.1354660314057307,0.117834345
PRV56672,161,40980,254.53416149068323,3300,20,0,-0.1440033059634836,0.15184757
PRV56673,4,42640,10660.0,24000,3,0,-0.0590396426603913,0.0
PRV56674,46,15860,344.7826086956522,3300,9,0,-0.1763700124607369,0.11198654
PRV56675,323,98690,305.54179566563465,3300,14,0,-0.0945590060424986,0.17599647
PRV56677,1,20,20.0,20,1,0,-0.1622632058487526,0.0
PRV56679,25,4170,166.8,1000,6,0,-0.1723435507955247,0.032387584
PRV56680,33,64400,1951.5151515151515,23000,18,0,-0.1251473821988029,0.095787406
PRV56681,5,790,158.0,500,4,0,-0.1715648616384862,0.07718387
PRV56682,19,16410,863.6842105263158,7000,9,0,-0.1548273127887911,0.022297932
PRV56683,167,54880,328.622754491018,3300,13,0,-0.1481834547469656,0.16555235
PRV56684,92,172070,1870.3260869565213,36000,60,0,-0.0277162887558177,0.26129815
PRV56685,405,435290,1074.79012345679,46000,24,1,0.0137049904114183,0.20459038
PRV56686,20,143000,7150.0,55000,10,0,-0.0445774944857039,0.09344602
PRV56687,9,4120,457.77777777777777,3300,5,0,-0.1753324620219826,0.022763798
PRV56688,37,7860,212.4324324324324,3000,14,0,-0.173361946647087,0.06792785
PRV56689,1794,505530,281.7892976588629,3400,16,1,0.126723963350156,0.1324474
PRV56691,4,340,85.0,100,4,0,-0.1617015429666712,0.0
PRV56693,373,91230,244.5844504021448,4010,23,0,-0.071678845372068,0.15198433
PRV56694,8,3950,493.75,1100,8,0,-0.1637892220563965,0.027097264
PRV56696,34,69220,2035.8823529411768,17000,25,0,-0.11160831961193,0.1064173
PRV56697,78,21570,276.53846153846155,3300,11,0,-0.1696814922245766,0.1489138
PRV56699,3,550,183.3333333333333,400,2,0,-0.1756239333503596,0.0
PRV56700,5,640,128.0,500,4,0,-0.1708146018361114,0.077036776
PRV56701,23,36680,1594.7826086956522,13000,16,0,-0.1389941021150174,0.034250688
PRV56702,224,47350,211.38392857142856,3200,35,0,-0.1022309323695745,0.15866716
PRV56703,48,186070,3876.4583333333335,32000,24,0,-0.0815508476234256,0.32669404
PRV56705,16,61120,3820.0,38000,13,0,-0.089914871082457,0.028865546
PRV56706,347,346360,998.1556195965418,20000,17,1,-0.0208491306653564,0.23238884
PRV56707,18,2860,158.88888888888889,500,2,0,-0.1757550225378378,0.021214763
PRV56708,7,3530,504.2857142857143,2700,4,0,-0.1733041178794315,0.049837783
PRV56710,67,64690,965.5223880597016,8000,21,0,-0.1384269421592475,0.15470278
PRV56711,63,107950,1713.4920634920634,28000,14,1,-0.1139755173770747,0.24311584
PRV56712,4,5310,1327.5,3000,3,0,-0.1518032887194676,0.0
PRV56713,173,499920,2889.7109826589594,54000,41,0,0.0032763204260506,0.26397285
PRV56715,13,18670,1436.1538461538462,7000,9,0,-0.1464151725042294,0.020823354
PRV56716,124,47360,381.9354838709677,5800,13,0,-0.1436990745338542,0.16525841
PRV56717,8,11400,1425.0,11000,8,0,-0.1356975685551532,0.029466635
PRV56718,142,32620,229.7183098591549,2500,11,0,-0.150454559955859,0.13396308
PRV56719,67,123600,1844.7761194029847,34000,51,1,-0.0527626174452012,0.26791978
PRV56720,12,18750,1562.5,12000,8,0,-0.139802988229285,0.021143083
PRV56721,202,60120,297.6237623762376,3300,7,0,-0.1379976435397764,0.17482966
PRV56722,25,24770,990.8,10000,16,0,-0.1503038799515891,0.031666823
PRV56723,18,2830,157.22222222222223,1900,4,0,-0.1755598412307661,0.018464545
PRV56724,26,85860,3302.3076923076924,23000,18,0,-0.1124465283564165,0.081961304
PRV56725,291,99310,341.27147766323026,4050,14,0,-0.097551336261462,0.13934769
PRV56726,16,72440,4527.5,57000,15,0,-0.049388750315777,0.04347856
PRV56728,42,10640,253.3333333333333,3300,11,0,-0.1756815072545787,0.079653665
PRV56729,219,70080,320.0,8400,44,0,-0.0790337982755388,0.15909994
PRV56730,54,303950,5628.703703703704,40000,34,1,-0.0302646516512563,0.39573103
PRV56731,20,109700,5485.0,57000,13,1,-0.0497837389321362,0.059287407
PRV56732,28,172920,6175.714285714285,57000,20,1,-0.0437811638018594,0.12992772
PRV56733,198,123300,622.7272727272727,17000,9,0,-0.0964949250485776,0.17194161
PRV56734,22,109700,4986.363636363636,57000,18,0,-0.048117460698977,0.073774934
PRV56735,412,133630,324.3446601941748,3300,3,0,-0.0626010630099354,0.16586937
PRV56738,512,268680,524.765625,13000,9,0,-0.0270549726839576,0.15969971
PRV56739,5,11150,2230.0,11000,3,0,-0.129479256802299,0.08084269
PRV56740,45,8720,193.77777777777777,1900,25,0,-0.149849783457965,0.11225681
PRV56741,25,5620,224.8,1300,19,0,-0.1606565006060704,0.032441154
PRV56742,35,120750,3450.0,41000,4,0,-0.0760297956700777,0.18780813
PRV56743,393,126960,323.0534351145038,9020,24,0,-0.05846566509843,0.15588899
PRV56745,132,27460,208.03030303030303,2400,5,0,-0.1480038272963306,0.1692165
PRV56746,43,171030,3977.441860465117,38000,37,0,-0.0568461460583414,0.255859
PRV56747,16,18530,1158.125,12000,11,0,-0.1431495176052676,0.021786766
PRV56748,463,1415780,3057.840172786177,79000,11,1,0.1652595449957987,0.41857928
PRV56749,28,110210,3936.071428571429,20000,26,0,-0.0857343329588302,0.10136047
PRV56750,11,26350,2395.454545454545,25000,11,0,-0.1041769398096538,0.025497401
PRV56751,84,86410,1028.690476190476,34000,4,0,-0.090407215747965,0.21147798
PRV56752,25,16120,644.8,12000,14,0,-0.1528843460617835,0.03396652
PRV56753,24,100080,4170.0,25000,15,0,-0.1016805053307739,0.068871975
PRV56754,109,74050,679.3577981651376,11000,33,0,-0.1099989296552542,0.17806691
PRV56755,18,54160,3008.8888888888887,35000,13,0,-0.0971671110010513,0.026689615
PRV56758,531,164890,310.52730696798494,6400,9,0,-0.0462734517990048,0.15320258
PRV56759,11,28260,2569.090909090909,21000,9,0,-0.1180269140179088,0.025431644
PRV56760,643,188300,292.8460342146189,3300,7,0,-0.0292455480294714,0.16340348
PRV56761,117,832220,7112.991452991453,57000,15,0,0.0469392523736647,0.77332866
PRV56762,39,10710,274.61538461538464,3000,14,0,-0.1734962283242277,0.082029305
PRV56763,26,116490,4480.384615384615,36000,23,0,-0.0734847880545572,0.07725539
PRV56764,201,95680,476.0199004975124,25000,41,0,-0.072322696663664,0.1604943
PRV56765,22,5970,271.3636363636364,1600,18,0,-0.1609367352046062,0.026001398
PRV56766,29,24780,854.4827586206897,11000,21,0,-0.1455822225025554,0.048121728
PRV56767,18,51570,2865.0,23000,16,0,-0.1163425677822518,0.03333611
PRV56768,4,17000,4250.0,8000,2,0,-0.1156179909377514,0.0
PRV56769,23,35120,1526.9565217391305,12000,21,0,-0.1354751601524393,0.0326194
PRV56771,2,460,230.0,400,2,0,-0.170779291444763,0.0
PRV56772,70,47960,685.1428571428571,14000,34,0,-0.1210120838504091,0.1799328
PRV56773,43,64730,1505.3488372093022,16000,9,0,-0.1386944581037851,0.16859528
PRV56774,1,4000,4000.0,4000,1,0,-0.1174314727368617,0.0
PRV56775,18,34350,1908.3333333333333,15000,14,0,-0.1342199305640943,0.026159989
PRV56777,44,113150,2571.590909090909,28000,37,0,-0.0814076936016268,0.17188616
PRV56778,38,122180,3215.2631578947367,24000,32,0,-0.0826959760721764,0.1849787
PRV56780,7,880,125.71428571428572,400,3,0,-0.1731027159264763,0.034103457
PRV56782,288,90010,312.53472222222223,9030,18,0,-0.0935314029927797,0.16009364
PRV56783,85,25430,299.1764705882353,3100,1,0,-0.1659783964460058,0.15125382
PRV56784,19,6920,364.2105263157895,2080,11,0,-0.1710025385645385,0.020037867
PRV56788,177,50070,282.8813559322034,3300,6,0,-0.1470382585750989,0.16209233
PRV56789,67,63510,947.910447761194,18000,6,0,-0.1335747120034588,0.20775425
PRV56790,91,34990,384.5054945054945,5400,13,0,-0.154503702518344,0.15089916
PRV56791,233,67030,287.6824034334764,3300,6,0,-0.1293493012745101,0.168069
PRV56792,8,2460,307.5,800,4,0,-0.1719331877112671,0.026737746
PRV56793,31,56330,1817.0967741935483,20000,14,0,-0.1306733233569124,0.060552794
PRV56796,92,71490,777.0652173913044,26000,45,0,-0.0854520745210529,0.22277895
PRV56797,5,1260,252.0,800,2,0,-0.1761212327683172,0.0774527
PRV56798,24,10100,420.8333333333333,2400,16,0,-0.165977265845602,0.032498762
PRV56800,57,100830,1768.9473684210527,20000,16,0,-0.1207580976330444,0.19573312
PRV56801,25,8210,328.4,3300,11,0,-0.1765211649329714,0.030111784
PRV56802,13,185000,14230.76923076923,53000,1,0,0.0150608622304998,0.07205955
PRV56803,795,319420,401.7861635220126,28000,130,0,0.1332408731224443,0.24009013
PRV56805,1,70,70.0,70,1,0,-0.1665502259879082,0.0
PRV56807,91,22740,249.8901098901099,3500,2,0,-0.1663601104954458,0.15487826
PRV56808,62,433610,6993.709677419355,54000,14,1,-0.013387960789279,0.51538426
PRV56809,44,45270,1028.8636363636365,13000,13,0,-0.1479454201232886,0.14804637
PRV56810,14,7890,563.5714285714286,2900,7,0,-0.1736221787139515,0.018729592
PRV56811,62,106050,1710.483870967742,35000,41,0,-0.0707103321881866,0.1869551
PRV56813,106,33940,320.188679245283,3300,14,0,-0.1595846129599611,0.16290429
PRV56816,15,7040,469.3333333333333,2100,13,0,-0.1650282985117053,0.01901866
PRV56818,20,45540,2277.0,26000,15,0,-0.1113463159572437,0.034959015
PRV56819,25,220900,8836.0,57000,3,0,-0.0188886842065127,0.1472626
PRV56820,5,820,164.0,300,2,0,-0.1740519068644843,0.077271394
PRV56821,12,3160,263.3333333333333,2000,12,0,-0.1679219396840628,0.017908067
PRV56823,18,6320,351.1111111111111,1900,8,0,-0.1726344639374706,0.021632053
PRV56824,136,47540,349.55882352941177,3300,2,0,-0.1513279941907992,0.17493974
PRV56826,24,20870,869.5833333333334,7000,15,0,-0.1558183891717633,0.034160957
PRV56828,142,40510,285.28169014084506,3300,21,0,-0.1493007224434991,0.14545271
PRV56829,193,56270,291.55440414507774,4800,2,0,-0.1307640301492205,0.17192957
PRV56830,7,6580,940.0,3300,2,0,-0.1592355526936938,0.035828814
PRV56831,5,760,152.0,500,4,0,-0.1702128737464482,0.07720864
PRV56832,11,7520,683.6363636363636,4000,5,0,-0.1669214479376549,0.019392235
PRV56833,8,710,88.75,500,5,0,-0.1696130262849824,0.03409019
PRV56834,16,6850,428.125,3000,7,0,-0.1754021307530431,0.018936662
PRV56835,103,24640,239.2233009708738,3300,6,0,-0.1637075283767086,0.15506859
PRV56836,3,740,246.66666666666663,600,2,0,-0.1770568787693944,0.0
PRV56837,42,17170,408.8095238095238,3300,3,0,-0.1743742886862952,0.07922412
PRV56839,12,17870,1489.1666666666667,9000,10,0,-0.146171795783159,0.022043183
PRV56840,89,19090,214.4943820224719,1800,10,0,-0.1567781737059823,0.15930459
PRV56843,2,860,430.0,800,2,0,-0.1727617266865594,0.0
PRV56845,9,600,66.66666666666667,200,5,0,-0.1674156991960231,0.026326869
PRV56846,21,7020,334.2857142857143,3300,5,0,-0.1789089467474868,0.02609961
PRV56850,17,4650,273.52941176470586,1600,4,0,-0.1784541373271958,0.02026626
PRV56851,20,7380,369.0,2000,5,0,-0.1740159542949925,0.023420988
PRV56852,20,1960,98.0,700,5,0,-0.1715868665978155,0.023534315
PRV56853,27,5340,197.77777777777777,2400,3,0,-0.1743827332176525,0.032346435
PRV56854,3,600,200.0,500,2,0,-0.1763882245462135,0.0
PRV56855,4,290,72.5,200,2,0,-0.1696968552593053,0.0
PRV56856,90,23670,263.0,3000,17,0,-0.1595136690086585,0.14745356
PRV56857,46,16480,358.2608695652174,3300,1,0,-0.1738530410007674,0.12296087
PRV56858,40,7870,196.75,1900,6,0,-0.1701963129731933,0.09046994
PRV56860,3,2570,856.6666666666666,2400,3,0,-0.1580812534519636,0.0
PRV56861,31,5560,179.3548387096774,1200,7,0,-0.1696348721708173,0.047414552
PRV56862,14,2990,213.57142857142856,2100,1,0,-0.1745237809698436,0.017624844
PRV56863,52,14070,270.5769230769231,3300,4,0,-0.1764961320149339,0.16431601
PRV56864,24,3800,158.33333333333334,1500,5,0,-0.1731037958291412,0.03044449
PRV56866,68,27180,399.7058823529412,3300,7,0,-0.1726393828726904,0.16612595
PRV56867,9,3430,381.1111111111111,2000,1,0,-0.1741698967061851,0.022398442
PRV56868,18,7590,421.6666666666667,2700,6,0,-0.1760059282282532,0.020945879
PRV56869,36,11220,311.6666666666667,2200,2,0,-0.1728393647857912,0.057135142
PRV56870,13,119000,9153.846153846154,16000,3,0,-0.0630579226010392,0.05226319
PRV56871,11,4350,395.45454545454544,2000,3,0,-0.1756291338648872,0.018669816
PRV56873,2,6070,3035.0,6000,2,0,-0.1285052032285345,0.0
PRV56877,44,170410,3872.9545454545455,46000,17,1,-0.0696414516081608,0.31205192
PRV56878,26,6660,256.15384615384613,1300,1,0,-0.1719747919587619,0.03520612
PRV56879,7,8140,1162.857142857143,3300,4,0,-0.1533771881978752,0.036213297
PRV56880,2,260,130.0,200,2,0,-0.1670561002465814,0.0
PRV56881,78,17200,220.51282051282053,2200,5,0,-0.1621955207590888,0.1617718
PRV56882,21,4050,192.8571428571429,1200,4,0,-0.1745603436455809,0.02557108
PRV56884,8,1440,180.0,900,5,0,-0.1733918335679453,0.02654637
PRV56885,10,66050,6605.0,14000,3,0,-0.0969444451828048,0.038953196
PRV56886,11,1360,123.63636363636364,500,5,0,-0.1723530231731139,0.01829364
PRV56887,36,9120,253.3333333333333,2700,4,0,-0.1769242374676055,0.068336114
PRV56888,10,6050,605.0,3000,7,0,-0.1722896924569381,0.020315992
PRV56889,50,126550,2531.0,57000,12,0,-0.0576926127437372,0.28175077
PRV56890,12,4270,355.8333333333333,1500,1,0,-0.1754365478344476,0.017965147
PRV56891,1,10,10.0,10,1,0,-0.1613966994978372,0.0
PRV56892,13,3180,244.6153846153846,1600,1,0,-0.1774152327393532,0.017891938
PRV56893,7,3020,431.4285714285714,1500,4,0,-0.1728643458187846,0.03466326
PRV56894,26,4360,167.69230769230768,2100,6,0,-0.1708464993562093,0.030738471
PRV56895,14,145000,10357.142857142857,36000,7,0,-0.0391967462300715,0.054765556
PRV56896,3,60000,20000.0,57000,3,0,0.0601715135312468,0.0
PRV56897,8,62000,7750.0,17000,5,0,-0.0901344331980131,0.042292997
PRV56900,2,19000,9500.0,16000,1,0,-0.0594941765700422,0.0
PRV56901,66,10190,154.3939393939394,1200,6,0,-0.1622736361361731,0.14887625
PRV56902,1,4000,4000.0,4000,1,0,-0.1174314727368617,0.0
PRV56903,2,57000,28500.0,49000,2,0,0.0891249217661445,0.0
PRV56904,4,28000,7000.0,13000,4,0,-0.0952918310584401,0.0
PRV56905,15,6080,405.3333333333333,1600,9,0,-0.1711536149106206,0.018906383
PRV56906,7,52100,7442.857142857143,23000,5,0,-0.0860128531972406,0.07401578
PRV56907,15,5820,388.0,2200,1,0,-0.174960471534414,0.0181971
PRV56908,2,5060,2530.0,5000,2,0,-0.1302017972754544,0.0
PRV56909,7,18590,2655.714285714286,7000,4,0,-0.132214946734297,0.039745063
PRV56910,5,37260,7452.0,18000,2,0,-0.0862160197811105,0.10878062
PRV56912,7,90000,12857.142857142857,56000,5,0,0.0028197245932328,0.09704021
PRV56914,6,70000,11666.666666666666,33000,1,0,-0.0400557431806917,0.09303808
PRV56915,4,30900,7725.0,20000,4,0,-0.0834932206795506,0.0
PRV56916,11,113700,10336.363636363636,29000,3,0,-0.0534836561278,0.052763246
