Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud
PRV56164,27,5570,206.2962962962963,1700,22,0
PRV56165,19,12810,674.2105263157895,3300,5,0
PRV56166,8,8720,1090.0,4000,7,0
PRV56168,1,20,20.0,20,1,0
PRV56169,22,7350,334.09090909090907,1700,19,0
PRV56170,18,73370,4076.1111111111113,14000,11,0
PRV56171,15,1140,76.0,200,4,0
PRV56172,11,31140,2830.909090909091,17000,8,0
PRV56173,44,106720,2425.4545454545455,41000,26,0
PRV56174,10,3550,355.0,3000,7,0
PRV56176,21,7960,379.04761904761904,3300,5,0
PRV56177,18,2600,144.44444444444446,1000,6,0
PRV56179,8,9950,1243.75,8000,3,0
PRV56181,12,4550,379.1666666666667,2000,1,0
PRV56182,51,13590,266.47058823529414,3300,6,0
PRV56183,23,4240,184.34782608695653,1400,4,0
PRV56184,18,2730,151.66666666666666,1000,5,0
PRV56185,7,530,75.71428571428571,200,2,0
PRV56186,12,2660,221.66666666666666,1200,2,0
PRV56187,18,4970,276.1111111111111,2100,2,0
PRV56189,6,960,160.0,700,2,0
PRV56190,6,790,131.66666666666666,300,2,0
PRV56191,62,20710,334.03225806451616,3300,4,0
PRV56193,14,4880,348.57142857142856,3300,4,0
PRV56194,8,2170,271.25,1800,3,0
PRV56196,6,740,123.33333333333333,400,3,0
PRV56198,21,6500,309.5238095238095,1800,2,0
PRV56199,16,2600,162.5,1300,1,0
PRV56200,58,12600,217.24137931034483,3300,3,0
PRV56201,3,120,40.0,80,1,0
PRV56202,1,10000,10000.0,10000,1,0
PRV56206,31,6240,201.29032258064515,3200,19,0
PRV56207,95,89520,942.3157894736842,56000,47,0
PRV56208,67,25610,382.23880597014926,3300,26,0
PRV56209,189,57370,303.5449735449736,3300,114,0
PRV56210,150,254720,1698.1333333333334,19000,40,0
PRV56211,83,23700,285.5421686746988,2300,60,0
PRV56212,17,5360,315.29411764705884,3300,14,0
PRV56213,643,161060,250.48211508553655,3300,21,0
PRV56214,3,710,236.66666666666666,600,2,0
PRV56216,481,157910,328.2952182952183,12000,60,0
PRV56217,45,9920,220.44444444444446,1300,27,0
PRV56218,118,59160,501.35593220338984,8000,49,0
PRV56219,277,116970,422.27436823104694,20000,6,0
PRV56220,15,18610,1240.6666666666667,7000,11,0
PRV56221,305,228340,748.655737704918,48000,49,0
PRV56222,101,24770,245.24752475247524,3300,7,0
PRV56224,111,68950,621.1711711711712,14000,64,0
PRV56225,588,761100,1294.3877551020407,74000,9,1
PRV56227,26,8820,339.2307692307692,4000,13,0
PRV56228,262,65670,250.64885496183206,3300,48,0
PRV56229,13,4440,341.53846153846155,3300,5,0
PRV56231,270,408720,1513.7777777777778,57000,23,1
PRV56232,35,9780,279.42857142857144,1900,27,0
PRV56233,98,32890,335.61224489795916,3000,3,0
PRV56234,70,21720,310.2857142857143,2400,32,0
PRV56235,171,178900,1046.1988304093568,41000,76,0
PRV56236,36,56080,1557.7777777777778,13000,28,0
PRV56237,198,35030,176.91919191919192,1600,22,0
PRV56238,31,73690,2377.0967741935483,42000,14,0
PRV56239,125,54830,438.64,3300,6,0
PRV56241,140,31640,226.0,2600,67,0
PRV56242,136,50420,370.7352941176471,7000,12,0
PRV56243,909,922780,1015.1595159515952,50000,122,0
PRV56245,76,13720,180.52631578947367,1700,7,0
PRV56247,26,20410,785.0,9000,10,0
PRV56248,934,283190,303.2012847965739,3300,10,0
PRV56249,1110,875110,788.3873873873874,46000,33,1
PRV56251,30,8950,298.3333333333333,3100,9,0
PRV56252,18,5210,289.44444444444446,3300,13,0
PRV56253,311,636680,2047.2025723472668,51000,28,1
PRV56255,102,38510,377.54901960784315,3300,13,0
PRV56256,55,90650,1648.1818181818182,14000,17,0
PRV56257,52,157440,3027.6923076923076,34000,19,1
PRV56258,70,26130,373.2857142857143,3300,46,0
PRV56259,196,160020,816.4285714285714,24000,110,1
PRV56260,59,550510,9330.677966101695,55000,9,0
PRV56261,69,24690,357.82608695652175,3300,11,0
PRV56262,15,3480,232.0,1000,9,0
PRV56263,18,22940,1274.4444444444443,13000,11,0
PRV56264,51,172050,3373.529411764706,54000,27,0
PRV56265,126,211760,1680.6349206349207,32000,17,0
PRV56266,30,9640,321.3333333333333,3000,21,0
PRV56267,4,350,87.5,100,3,0
PRV56268,1113,940670,845.1662174303684,47000,299,1
PRV56269,17,83230,4895.882352941177,22000,13,0
PRV56270,1043,289970,278.01534036433367,3300,44,0
PRV56271,93,36760,395.26881720430106,6000,17,0
PRV56272,22,5450,247.72727272727272,3100,6,0
PRV56274,8,23980,2997.5,12000,7,0
PRV56275,80,24690,308.625,3200,1,0
PRV56276,7,13390,1912.857142857143,13000,3,0
PRV56277,19,5470,287.89473684210526,2500,5,0
PRV56278,27,20910,774.4444444444445,3300,3,0
PRV56279,53,17770,335.2830188679245,3300,2,0
PRV56280,39,8450,216.66666666666666,2300,6,0
PRV56281,54,24130,446.85185185185185,3300,2,0
PRV56282,4,500,125.0,200,2,0
PRV56283,3,2320,773.3333333333334,2200,1,0
PRV56284,67,23090,344.6268656716418,3300,3,0
PRV56285,13,140000,10769.23076923077,50000,2,0
PRV56286,1,23000,23000.0,23000,1,0
PRV56287,107,28680,268.0373831775701,3300,1,0
PRV56288,2,24000,12000.0,15000,2,0
PRV56289,5,28000,5600.0,10000,4,0
PRV56290,23,11560,502.60869565217394,3300,3,0
PRV56291,36,13150,365.27777777777777,3300,2,0
PRV56293,3,430,143.33333333333334,410,2,0
PRV56295,4,1200,300.0,1100,1,0
PRV56297,28,7140,255.0,3300,3,0
PRV56299,5,320,64.0,200,1,0
PRV56300,8,990,123.75,400,1,0
PRV56301,3,1030,343.3333333333333,900,1,0
PRV56302,4,1500,375.0,600,1,0
PRV56303,2,70,35.0,60,1,0
PRV56304,15,12660,844.0,6050,2,0
PRV56305,29,4200,144.82758620689654,600,1,0
PRV56306,7,1400,200.0,600,1,0
PRV56307,12,1330,110.83333333333333,400,3,0
PRV56308,15,5030,335.3333333333333,1700,3,0
PRV56309,3,1320,440.0,1200,1,0
PRV56310,1,80,80.0,80,1,0
PRV56311,19,7670,403.6842105263158,2000,2,0
PRV56313,3,100,33.333333333333336,70,1,0
PRV56314,8,3740,467.5,2200,3,0
PRV56316,6,4450,741.6666666666666,2200,3,0
PRV56317,2,10,5.0,10,2,0
PRV56318,1,200,200.0,200,1,0
PRV56319,13,6480,498.46153846153845,3300,2,0
PRV56321,7,3910,558.5714285714286,2600,2,0
PRV56322,37,6800,183.78378378378378,1500,3,0
PRV56324,1,100,100.0,100,1,0
PRV56328,15,2100,140.0,600,3,0
PRV56329,14,177000,12642.857142857143,32000,2,0
PRV56330,16,3130,195.625,1000,3,0
PRV56331,1,10,10.0,10,1,0
PRV56333,42,11600,276.1904761904762,3300,2,0
PRV56334,8,670,83.75,300,1,0
PRV56335,18,156000,8666.666666666666,29000,3,0
PRV56336,21,237000,11285.714285714286,39000,1,0
PRV56337,2,180,90.0,100,1,0
PRV56338,10,97400,9740.0,28000,3,0
PRV56339,1,9000,9000.0,9000,1,0
PRV56340,3,57000,19000.0,48000,1,0
PRV56341,1,18000,18000.0,18000,1,0
PRV56342,5,52000,10400.0,20000,1,0
PRV56344,11,3520,320.0,1400,5,0
PRV56345,572,134510,235.15734265734267,3300,10,0
PRV56346,42,16050,382.14285714285717,3300,14,0
PRV56347,51,106110,2080.5882352941176,41000,19,0
PRV56348,58,11200,193.10344827586206,2010,28,0
PRV56349,61,288280,4725.901639344263,43000,33,0
PRV56350,158,812530,5142.594936708861,57000,80,1
PRV56351,29,10920,376.55172413793105,2900,13,0
PRV56352,24,37730,1572.0833333333333,18000,14,0
PRV56353,96,29340,305.625,6050,25,0
PRV56354,11,70470,6406.363636363636,57000,7,0
PRV56355,115,76130,662.0,25000,16,0
PRV56357,16,1690,105.625,400,6,0
PRV56358,4,240,60.0,100,4,0
PRV56360,78,25060,321.28205128205127,2200,6,0
PRV56361,114,105550,925.8771929824561,12000,19,1
PRV56362,60,13210,220.16666666666666,3300,18,0
PRV56363,19,10420,548.421052631579,3300,2,0
PRV56364,79,31280,395.9493670886076,3300,1,0
PRV56366,9,1880,208.88888888888889,1200,2,0
PRV56367,45,10550,234.44444444444446,3300,4,0
PRV56368,34,9050,266.1764705882353,4000,7,0
PRV56369,1,80,80.0,80,1,0
PRV56370,9,1620,180.0,500,2,0
PRV56373,1,10,10.0,10,1,0
PRV56374,25,7570,302.8,2300,6,0
PRV56375,54,15220,281.85185185185185,3000,4,0
PRV56376,20,10780,539.0,6900,6,0
PRV56377,1,60,60.0,60,1,0
PRV56378,31,4480,144.51612903225808,600,1,0
PRV56379,53,16520,311.6981132075472,3300,11,0
PRV56380,21,6040,287.6190476190476,800,3,0
PRV56381,8,4720,590.0,3300,3,0
PRV56384,49,29790,607.9591836734694,14000,8,0
PRV56385,22,2770,125.9090909090909,1500,2,0
PRV56387,1,90,90.0,90,1,0
PRV56388,7,5300,757.1428571428571,2400,5,0
PRV56389,15,6520,434.6666666666667,2700,2,0
PRV56390,5,40220,8044.0,29000,5,0
PRV56391,2,150,75.0,100,2,0
PRV56392,20,41860,2093.0,11000,7,1
PRV56393,10,2580,258.0,700,1,0
PRV56394,32,15920,497.5,3300,5,0
PRV56395,7,107000,15285.714285714286,37000,2,0
PRV56396,83,289380,3486.5060240963853,29000,31,1
PRV56397,47,9600,204.25531914893617,2400,20,0
PRV56398,19,6030,317.36842105263156,4000,12,0
PRV56400,9,49800,5533.333333333333,28000,7,1
PRV56401,143,27390,191.53846153846155,3300,1,0
PRV56403,34,78660,2313.529411764706,15000,8,1
PRV56404,363,131660,362.69972451790636,8030,39,0
PRV56405,60,24090,401.5,3300,21,0
PRV56406,201,44770,222.7363184079602,3300,7,0
PRV56407,40,39500,987.5,10000,18,0
PRV56408,68,79570,1170.1470588235295,57000,14,0
PRV56410,350,92530,264.37142857142857,3300,19,0
PRV56411,75,110650,1475.3333333333333,80000,15,0
PRV56412,112,111360,994.2857142857143,21000,11,0
PRV56413,12,8650,720.8333333333334,3300,4,0
PRV56414,27,5900,218.5185185185185,1500,24,0
PRV56415,41,15990,390.0,6300,20,0
PRV56416,1592,2744870,1724.1645728643216,57000,52,1
PRV56417,119,20230,170.0,3300,13,0
PRV56418,29,9790,337.58620689655174,2400,14,0
PRV56421,133,510750,3840.2255639097743,79000,43,1
PRV56423,12,15490,1290.8333333333333,9000,9,0
PRV56425,381,135450,355.51181102362204,12000,54,1
PRV56426,436,127230,291.8119266055046,3300,51,0
PRV56427,23,10460,454.7826086956522,3300,13,0
PRV56428,311,172930,556.0450160771704,32000,18,1
PRV56430,38,11130,292.89473684210526,2200,13,0
PRV56432,25,54080,2163.2,19000,13,0
PRV56433,121,39510,326.5289256198347,3300,71,0
PRV56435,260,100030,384.7307692307692,17000,48,1
PRV56437,719,469300,652.712100139082,23000,8,1
PRV56438,133,827300,6220.300751879699,57000,59,1
PRV56439,443,134960,304.65011286681715,3300,40,0
PRV56440,89,29150,327.5280898876405,3300,16,0
PRV56441,35,3980,113.71428571428571,800,26,0
PRV56442,1330,1234150,927.9323308270676,57000,81,1
PRV56444,1317,383140,290.91875474563403,10300,249,1
PRV56445,55,215750,3922.7272727272725,21000,23,0
PRV56447,170,50870,299.2352941176471,3300,20,1
PRV56448,584,198950,340.6678082191781,3300,1,0
PRV56449,135,211880,1569.4814814814815,57000,70,0
PRV56451,259,72950,281.66023166023166,2600,25,0
PRV56452,110,63150,574.0909090909091,14000,45,0
PRV56453,115,43550,378.69565217391306,7030,18,0
PRV56454,159,43910,276.1635220125786,3300,37,0
PRV56455,13,4860,373.84615384615387,3300,5,0
PRV56456,46,114710,2493.695652173913,14000,17,0
PRV56458,54,53410,989.074074074074,10000,24,0
PRV56461,115,135180,1175.4782608695652,28000,73,0
PRV56463,18,1660,92.22222222222223,400,3,0
PRV56464,84,14920,177.61904761904762,3300,42,0
PRV56466,56,8190,146.25,1300,14,0
PRV56467,349,95720,274.269340974212,3300,28,0
PRV56468,34,47270,1390.2941176470588,16000,18,0
PRV56469,131,430560,3286.7175572519086,57000,74,0
PRV56470,37,35610,962.4324324324324,11000,13,0
PRV56471,43,10490,243.95348837209303,1700,10,0
PRV56473,55,71310,1296.5454545454545,16000,38,0
PRV56474,31,13970,450.64516129032256,7000,10,0
PRV56475,34,11180,328.8235294117647,3300,11,0
PRV56476,4,6700,1675.0,6000,4,0
PRV56477,9,4460,495.55555555555554,3000,6,0
PRV56478,152,638850,4202.960526315789,57000,52,0
PRV56479,140,38990,278.5,3300,72,0
PRV56480,21,3120,148.57142857142858,580,6,0
PRV56481,128,668910,5225.859375,40000,27,1
PRV56482,28,14780,527.8571428571429,5200,12,0
PRV56483,32,25850,807.8125,7000,25,0
PRV56484,9,6980,775.5555555555555,3300,7,0
PRV56485,48,26790,558.125,10000,5,0
PRV56486,77,26220,340.5194805194805,8000,8,0
PRV56487,27,12230,452.962962962963,9000,18,0
PRV56489,21,9350,445.23809523809524,3300,10,0
PRV56490,14,78170,5583.571428571428,19000,5,0
PRV56494,560,185430,331.125,3300,31,0
PRV56495,36,11750,326.3888888888889,3300,3,0
PRV56496,41,13620,332.1951219512195,3300,1,0
PRV56497,30,12540,418.0,3300,5,0
PRV56498,7,2510,358.57142857142856,2000,3,0
PRV56500,151,65010,430.5298013245033,8000,3,0
PRV56501,232,175190,755.1293103448276,35000,14,1
PRV56502,7,1410,201.42857142857142,700,4,0
PRV56504,66,17090,258.93939393939394,3300,7,0
PRV56507,42,260300,6197.619047619048,99000,10,0
PRV56508,177,48580,274.4632768361582,3300,7,0
PRV56509,117,42370,362.13675213675214,3300,7,0
PRV56510,9,800,88.88888888888889,300,5,0
PRV56511,23,6060,263.4782608695652,2400,3,0
PRV56512,27,10050,372.22222222222223,2200,1,0
PRV56514,6,1230,205.0,500,1,0
PRV56515,7,2640,377.14285714285717,1900,2,0
PRV56517,123,38170,310.3252032520325,4060,3,0
PRV56518,2,900,450.0,600,2,0
PRV56519,7,69000,9857.142857142857,19000,1,0
PRV56521,32,11840,370.0,3300,4,0
PRV56522,3,1700,566.6666666666666,1100,2,0
PRV56523,21,6670,317.6190476190476,1400,2,1
PRV56524,3,120,40.0,60,1,0
PRV56525,66,18830,285.3030303030303,3300,1,0
PRV56526,32,9020,281.875,3300,1,0
PRV56527,57,19990,350.70175438596493,3300,1,0
PRV56528,21,2400,114.28571428571429,1100,2,0
PRV56529,34,4970,146.1764705882353,1000,3,0
PRV56530,3,380,126.66666666666667,300,3,0
PRV56531,5,300,60.0,100,1,0
PRV56533,15,93000,6200.0,27000,2,0
PRV56535,67,17920,267.46268656716416,3300,1,0
PRV56536,65,17500,269.2307692307692,3300,1,0
PRV56537,104,22710,218.3653846153846,3300,2,0
PRV56538,23,4480,194.7826086956522,2200,1,0
PRV56539,1,900,900.0,900,1,0
PRV56540,1,0,0.0,0,1,0
PRV56541,54,584000,10814.814814814816,57000,7,1
PRV56543,4,22000,5500.0,10000,2,0
PRV56544,20,99630,4981.5,12000,2,0
PRV56545,1,7000,7000.0,7000,1,0
PRV56546,9,80000,8888.888888888889,29000,1,0
PRV56547,7,60000,8571.42857142857,20000,4,0
PRV56548,8,124000,15500.0,66000,2,0
PRV56549,2,14000,7000.0,10000,1,0
PRV56550,80,554890,6936.125,55000,20,1
PRV56551,36,14070,390.8333333333333,3300,6,0
PRV56552,24,7390,307.9166666666667,2100,13,0
PRV56553,65,14620,224.92307692307693,3000,16,0
PRV56554,48,13810,287.7083333333333,3300,28,0
PRV56555,69,494800,7171.014492753623,38000,16,0
PRV56556,880,852530,968.7840909090909,32000,12,0
PRV56557,65,22690,349.0769230769231,2900,42,0
PRV56559,1113,345330,310.26954177897574,7060,21,0
PRV56560,2313,3212000,1388.672719412019,57000,26,1
PRV56562,37,48650,1314.8648648648648,30000,23,0
PRV56563,30,96890,3229.6666666666665,37000,20,0
PRV56566,176,68110,386.9886363636364,12000,7,1
PRV56568,131,62180,474.6564885496183,9050,12,0
PRV56570,30,150940,5031.333333333333,39000,23,0
PRV56571,11,31520,2865.4545454545455,18000,10,0
PRV56572,20,3890,194.5,1100,13,0
PRV56574,62,121180,1954.516129032258,39000,37,0
PRV56575,830,1154530,1391.0,57000,15,1
PRV56576,234,67150,286.96581196581195,4000,2,0
PRV56577,293,112430,383.7201365187713,14000,134,0
PRV56578,81,138730,1712.716049382716,37000,44,0
PRV56579,39,6850,175.64102564102564,1500,9,0
PRV56580,185,62890,339.94594594594594,3300,99,0
PRV56581,7,2110,301.42857142857144,900,1,0
PRV56582,1,30,30.0,30,1,0
PRV56583,24,109070,4544.583333333333,23000,22,0
PRV56584,55,36660,666.5454545454545,9000,11,0
PRV56585,7,25090,3584.285714285714,12000,6,0
PRV56586,4,370,92.5,200,3,0
PRV56587,473,377970,799.0909090909091,43000,103,1
PRV56588,269,1030600,3831.2267657992566,42000,108,1
PRV56589,24,42650,1777.0833333333333,12000,14,0
PRV56590,33,10410,315.45454545454544,3300,22,0
PRV56591,143,135460,947.2727272727273,13000,35,1
PRV56592,118,732240,6205.423728813559,68000,47,1
PRV56593,46,13490,293.2608695652174,2000,15,0
PRV56594,70,29730,424.7142857142857,3300,29,0
PRV56595,56,15760,281.42857142857144,3300,42,0
PRV56596,18,4140,230.0,1900,16,0
PRV56597,191,52120,272.87958115183244,3300,1,0
PRV56598,280,87080,311.0,3300,42,0
PRV56601,33,11510,348.7878787878788,3000,10,0
PRV56602,145,55810,384.8965517241379,3300,22,0
PRV56603,4,6120,1530.0,6000,4,0
PRV56604,29,9780,337.2413793103448,3300,18,0
PRV56605,108,51240,474.44444444444446,8000,3,1
PRV56606,64,94550,1477.34375,17000,19,0
PRV56607,72,48820,678.0555555555555,20000,6,0
PRV56608,856,235250,274.8247663551402,3300,48,1
PRV56610,30,76590,2553.0,14000,18,0
PRV56611,123,26970,219.26829268292684,3100,19,0
PRV56613,304,81390,267.73026315789474,3300,12,0
PRV56614,26,126100,4850.0,27000,14,0
PRV56615,129,64650,501.16279069767444,21000,32,0
PRV56616,176,38150,216.76136363636363,3300,4,1
PRV56618,135,32210,238.59259259259258,3300,9,0
PRV56621,91,31940,350.989010989011,3300,63,0
PRV56622,26,8930,343.46153846153845,2200,18,0
PRV56624,22,187460,8520.90909090909,57000,17,1
PRV56625,36,10020,278.3333333333333,3300,25,0
PRV56626,94,65670,698.6170212765958,33000,25,0
PRV56628,101,110420,1093.2673267326732,24000,40,0
PRV56630,159,597230,3756.1635220125786,50000,44,1
PRV56632,73,64920,889.3150684931506,9000,2,0
PRV56633,5,600,120.0,300,4,0
PRV56634,206,55830,271.0194174757282,3300,4,0
PRV56635,10,2270,227.0,1400,9,0
PRV56637,161,40250,250.0,3300,65,0
PRV56638,26,7230,278.0769230769231,2600,21,0
PRV56639,96,46400,483.3333333333333,3300,2,0
PRV56640,23,7320,318.2608695652174,1600,14,0
PRV56641,1,100,100.0,100,1,0
PRV56642,141,45430,322.1985815602837,3300,1,0
PRV56643,24,72690,3028.75,12000,16,0
PRV56645,64,22720,355.0,2500,39,0
PRV56647,183,1288910,7043.224043715847,44000,57,1
PRV56648,49,14940,304.8979591836735,3300,23,0
PRV56649,266,192350,723.1203007518797,51000,9,1
PRV56651,71,18630,262.3943661971831,6050,13,0
PRV56653,72,21060,292.5,3300,3,0
PRV56654,49,17620,359.59183673469386,2600,1,0
PRV56655,251,69380,276.41434262948206,3400,30,0
PRV56656,42,14060,334.76190476190476,2700,1,0
PRV56657,20,5200,260.0,1800,13,0
PRV56658,70,35160,502.2857142857143,20000,38,0
PRV56659,141,34550,245.03546099290782,5000,3,0
PRV56660,4,180,45.0,100,2,0
PRV56662,9,15290,1698.888888888889,7000,3,0
PRV56663,251,159640,636.01593625498,20000,29,0
PRV56664,15,59600,3973.3333333333335,57000,3,0
PRV56667,32,6300,196.875,2700,12,0
PRV56668,73,623470,8540.684931506848,57000,18,1
PRV56669,40,283610,7090.25,41000,9,1
PRV56671,43,35340,821.8604651162791,16000,22,0
PRV56672,161,40980,254.53416149068323,3300,20,0
PRV56673,4,42640,10660.0,24000,3,0
PRV56674,46,15860,344.7826086956522,3300,9,0
PRV56675,323,98690,305.54179566563465,3300,14,0
PRV56677,1,20,20.0,20,1,0
PRV56679,25,4170,166.8,1000,6,0
PRV56680,33,64400,1951.5151515151515,23000,18,0
PRV56681,5,790,158.0,500,4,0
PRV56682,19,16410,863.6842105263158,7000,9,0
PRV56683,167,54880,328.622754491018,3300,13,0
PRV56684,92,172070,1870.3260869565217,36000,60,0
PRV56685,405,435290,1074.79012345679,46000,24,1
PRV56686,20,143000,7150.0,55000,10,0
PRV56687,9,4120,457.77777777777777,3300,5,0
PRV56688,37,7860,212.43243243243242,3000,14,0
PRV56689,1794,505530,281.7892976588629,3400,16,1
PRV56691,4,340,85.0,100,4,0
PRV56693,373,91230,244.58445040214477,4010,23,0
PRV56694,8,3950,493.75,1100,8,0
PRV56696,34,69220,2035.8823529411766,17000,25,0
PRV56697,78,21570,276.53846153846155,3300,11,0
PRV56699,3,550,183.33333333333334,400,2,0
PRV56700,5,640,128.0,500,4,0
PRV56701,23,36680,1594.7826086956522,13000,16,0
PRV56702,224,47350,211.38392857142858,3200,35,0
PRV56703,48,186070,3876.4583333333335,32000,24,0
PRV56705,16,61120,3820.0,38000,13,0
PRV56706,347,346360,998.1556195965418,20000,17,1
PRV56707,18,2860,158.88888888888889,500,2,0
PRV56708,7,3530,504.2857142857143,2700,4,0
PRV56710,67,64690,965.5223880597015,8000,21,0
PRV56711,63,107950,1713.4920634920634,28000,14,1
PRV56712,4,5310,1327.5,3000,3,0
PRV56713,173,499920,2889.7109826589594,54000,41,0
PRV56715,13,18670,1436.1538461538462,7000,9,0
PRV56716,124,47360,381.93548387096774,5800,13,0
PRV56717,8,11400,1425.0,11000,8,0
PRV56718,142,32620,229.71830985915494,2500,11,0
PRV56719,67,123600,1844.7761194029852,34000,51,1
PRV56720,12,18750,1562.5,12000,8,0
PRV56721,202,60120,297.6237623762376,3300,7,0
PRV56722,25,24770,990.8,10000,16,0
PRV56723,18,2830,157.22222222222223,1900,4,0
PRV56724,26,85860,3302.3076923076924,23000,18,0
PRV56725,291,99310,341.27147766323026,4050,14,0
PRV56726,16,72440,4527.5,57000,15,0
PRV56728,42,10640,253.33333333333334,3300,11,0
PRV56729,219,70080,320.0,8400,44,0
PRV56730,54,303950,5628.7037037037035,40000,34,1
PRV56731,20,109700,5485.0,57000,13,1
PRV56732,28,172920,6175.714285714285,57000,20,1
PRV56733,198,123300,622.7272727272727,17000,9,0
PRV56734,22,109700,4986.363636363636,57000,18,0
PRV56735,412,133630,324.34466019417476,3300,3,0
PRV56738,512,268680,524.765625,13000,9,0
PRV56739,5,11150,2230.0,11000,3,0
PRV56740,45,8720,193.77777777777777,1900,25,0
PRV56741,25,5620,224.8,1300,19,0
PRV56742,35,120750,3450.0,41000,4,0
PRV56743,393,126960,323.0534351145038,9020,24,0
PRV56745,132,27460,208.03030303030303,2400,5,0
PRV56746,43,171030,3977.4418604651164,38000,37,0
PRV56747,16,18530,1158.125,12000,11,0
PRV56748,463,1415780,3057.840172786177,79000,11,1
PRV56749,28,110210,3936.0714285714284,20000,26,0
PRV56750,11,26350,2395.4545454545455,25000,11,0
PRV56751,84,86410,1028.6904761904761,34000,4,0
PRV56752,25,16120,644.8,12000,14,0
PRV56753,24,100080,4170.0,25000,15,0
PRV56754,109,74050,679.3577981651376,11000,33,0
PRV56755,18,54160,3008.8888888888887,35000,13,0
PRV56758,531,164890,310.52730696798494,6400,9,0
PRV56759,11,28260,2569.090909090909,21000,9,0
PRV56760,643,188300,292.84603421461895,3300,7,0
PRV56761,117,832220,7112.991452991453,57000,15,0
PRV56762,39,10710,274.61538461538464,3000,14,0
PRV56763,26,116490,4480.384615384615,36000,23,0
PRV56764,201,95680,476.0199004975124,25000,41,0
PRV56765,22,5970,271.3636363636364,1600,18,0
PRV56766,29,24780,854.4827586206897,11000,21,0
PRV56767,18,51570,2865.0,23000,16,0
PRV56768,4,17000,4250.0,8000,2,0
PRV56769,23,35120,1526.9565217391305,12000,21,0
PRV56771,2,460,230.0,400,2,0
PRV56772,70,47960,685.1428571428571,14000,34,0
PRV56773,43,64730,1505.3488372093022,16000,9,0
PRV56774,1,4000,4000.0,4000,1,0
PRV56775,18,34350,1908.3333333333333,15000,14,0
PRV56777,44,113150,2571.590909090909,28000,37,0
PRV56778,38,122180,3215.2631578947367,24000,32,0
PRV56780,7,880,125.71428571428571,400,3,0
PRV56782,288,90010,312.53472222222223,9030,18,0
PRV56783,85,25430,299.1764705882353,3100,1,0
PRV56784,19,6920,364.2105263157895,2080,11,0
PRV56788,177,50070,282.8813559322034,3300,6,0
PRV56789,67,63510,947.9104477611941,18000,6,0
PRV56790,91,34990,384.5054945054945,5400,13,0
PRV56791,233,67030,287.6824034334764,3300,6,0
PRV56792,8,2460,307.5,800,4,0
PRV56793,31,56330,1817.0967741935483,20000,14,0
PRV56796,92,71490,777.0652173913044,26000,45,0
PRV56797,5,1260,252.0,800,2,0
PRV56798,24,10100,420.8333333333333,2400,16,0
PRV56800,57,100830,1768.9473684210527,20000,16,0
PRV56801,25,8210,328.4,3300,11,0
PRV56802,13,185000,14230.76923076923,53000,1,0
PRV56803,795,319420,401.7861635220126,28000,130,0
PRV56805,1,70,70.0,70,1,0
PRV56807,91,22740,249.8901098901099,3500,2,0
PRV56808,62,433610,6993.709677419355,54000,14,1
PRV56809,44,45270,1028.8636363636363,13000,13,0
PRV56810,14,7890,563.5714285714286,2900,7,0
PRV56811,62,106050,1710.483870967742,35000,41,0
PRV56813,106,33940,320.188679245283,3300,14,0
PRV56816,15,7040,469.3333333333333,2100,13,0
PRV56818,20,45540,2277.0,26000,15,0
PRV56819,25,220900,8836.0,57000,3,0
PRV56820,5,820,164.0,300,2,0
PRV56821,12,3160,263.3333333333333,2000,12,0
PRV56823,18,6320,351.1111111111111,1900,8,0
PRV56824,136,47540,349.55882352941177,3300,2,0
PRV56826,24,20870,869.5833333333334,7000,15,0
PRV56828,142,40510,285.28169014084506,3300,21,0
PRV56829,193,56270,291.55440414507774,4800,2,0
PRV56830,7,6580,940.0,3300,2,0
PRV56831,5,760,152.0,500,4,0
PRV56832,11,7520,683.6363636363636,4000,5,0
PRV56833,8,710,88.75,500,5,0
PRV56834,16,6850,428.125,3000,7,0
PRV56835,103,24640,239.2233009708738,3300,6,0
PRV56836,3,740,246.66666666666666,600,2,0
PRV56837,42,17170,408.8095238095238,3300,3,0
PRV56839,12,17870,1489.1666666666667,9000,10,0
PRV56840,89,19090,214.4943820224719,1800,10,0
PRV56843,2,860,430.0,800,2,0
PRV56845,9,600,66.66666666666667,200,5,0
PRV56846,21,7020,334.2857142857143,3300,5,0
PRV56850,17,4650,273.52941176470586,1600,4,0
PRV56851,20,7380,369.0,2000,5,0
PRV56852,20,1960,98.0,700,5,0
PRV56853,27,5340,197.77777777777777,2400,3,0
PRV56854,3,600,200.0,500,2,0
PRV56855,4,290,72.5,200,2,0
PRV56856,90,23670,263.0,3000,17,0
PRV56857,46,16480,358.2608695652174,3300,1,0
PRV56858,40,7870,196.75,1900,6,0
PRV56860,3,2570,856.6666666666666,2400,3,0
PRV56861,31,5560,179.3548387096774,1200,7,0
PRV56862,14,2990,213.57142857142858,2100,1,0
PRV56863,52,14070,270.5769230769231,3300,4,0
PRV56864,24,3800,158.33333333333334,1500,5,0
PRV56866,68,27180,399.70588235294116,3300,7,0
PRV56867,9,3430,381.1111111111111,2000,1,0
PRV56868,18,7590,421.6666666666667,2700,6,0
PRV56869,36,11220,311.6666666666667,2200,2,0
