Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score
PRV55980,17,8700,511.7647058823529,2100,14,0,-0.16398147354819764
PRV55981,54,110140,2039.6296296296296,19000,29,0,-0.09560418514234148
PRV55982,4,750,187.5,400,4,0,-0.17073304396541794
PRV55983,22,119670,5439.545454545455,39000,18,0,-0.06826215774013106
PRV55984,392,126120,321.734693877551,3300,40,0,-0.04515736585773272
PRV55985,58,19270,332.2413793103448,3300,40,0,-0.13133827152649985
PRV55986,232,65390,281.8534482758621,8080,167,0,0.0795746533302143
PRV55989,2,150,75.0,80,2,0,-0.16755154046730641
PRV55990,231,251100,1087.012987012987,22000,10,0,-0.061510464165831946
PRV55991,32,6570,205.3125,2000,21,0,-0.15975330617065808
PRV55993,32,5360,167.5,1100,15,0,-0.16119310265981124
PRV55995,46,19840,431.3043478260869,3400,31,0,-0.14864052308935927
PRV55996,98,264130,2695.204081632653,26000,20,1,-0.06574912272549033
PRV55997,326,79640,244.29447852760737,3300,1,0,-0.09185278992482193
PRV55999,306,74190,242.45098039215685,3300,10,0,-0.10606846573733891
PRV56001,70,528570,7551.0,36000,31,0,0.010830984393607745
PRV56002,32,177810,5556.5625,57000,21,0,-0.045687528119642884
PRV56003,12,77180,6431.666666666667,28000,8,0,-0.08701442990300251
PRV56004,5,3470,694.0,3300,5,0,-0.16613003170617358
PRV56005,74,31660,427.8378378378378,6000,13,0,-0.15831797012552057
PRV56006,1090,289380,265.48623853211006,4200,12,0,0.038287478169176214
PRV56007,81,836930,10332.469135802468,73000,22,1,0.11312702791170637
PRV56008,1370,476600,347.88321167883214,14200,4,1,0.09511729161397076
PRV56010,83,21600,260.2409638554217,3300,44,0,-0.11805617769788423
PRV56011,2833,741640,261.7860924814684,14000,36,1,0.18108325253387436
PRV56012,44,325870,7406.136363636364,57000,23,1,-0.016067953498143495
PRV56013,90,27360,304.0,3200,36,0,-0.13255509388341863
PRV56014,34,145050,4266.176470588235,22000,14,0,-0.09625597289734644
PRV56015,149,92600,621.4765100671141,26000,74,0,-0.029828144646888766
PRV56016,12,6350,529.1666666666666,2600,10,0,-0.1709264808456304
PRV56017,13,210060,16158.46153846154,57000,10,0,0.04466467935360452
PRV56018,72,240840,3345.0,57000,50,0,-0.02096641198838145
PRV56019,659,186820,283.49013657056145,3300,6,0,-0.0260153453236856
PRV56020,155,195770,1263.032258064516,36000,54,0,-0.03218733087844694
PRV56021,128,39920,311.875,7300,61,0,-0.07496325445718482
PRV56023,42,88070,2096.904761904762,25000,31,1,-0.09999868909662146
PRV56025,153,44660,291.8954248366013,3300,67,0,-0.07194672924816387
PRV56026,44,29650,673.8636363636364,3300,33,0,-0.1409983929591192
PRV56027,25,8840,353.6,3100,11,0,-0.1756509251502298
PRV56028,201,66770,332.18905472636817,9000,4,0,-0.12173953851980368
PRV56029,1,100,100.0,100,1,0,-0.16546806081221704
PRV56030,204,60370,295.9313725490196,3300,2,0,-0.13438939017920187
PRV56031,19,61570,3240.5263157894738,28000,11,0,-0.11184875768790192
PRV56032,9,3000,333.3333333333333,2000,2,0,-0.17573025474858223
PRV56033,8,50160,6270.0,36000,3,0,-0.0779011943036918
PRV56034,13,1530,117.6923076923077,700,7,0,-0.169855108495365
PRV56036,49,13140,268.16326530612247,3300,6,0,-0.17739263212844747
PRV56037,5,1840,368.0,700,3,0,-0.1725247752547051
PRV56038,7,1450,207.14285714285717,1000,7,0,-0.171098850231658
PRV56039,97,26020,268.2474226804124,3300,6,0,-0.1669136215180831
PRV56040,13,22850,1757.6923076923076,14050,9,0,-0.133012137527957
PRV56041,55,32040,582.5454545454545,3300,1,0,-0.1671639515735439
PRV56044,260,350770,1349.1153846153843,125000,16,0,0.10656228546913482
PRV56045,120,27980,233.16666666666663,3300,19,0,-0.15298296819946977
PRV56046,20,121680,6084.0,40000,5,0,-0.0687867328541028
PRV56047,3,60,20.0,30,2,0,-0.16420436827227475
PRV56048,16,7380,461.25,3300,11,0,-0.1726428224843286
PRV56049,149,32580,218.65771812080536,1700,1,0,-0.13475402295050282
PRV56050,1,40,40.0,40,1,0,-0.1628659375466221
PRV56051,4,1280,320.0,900,2,0,-0.1742092240854901
PRV56052,12,2950,245.83333333333331,1200,3,0,-0.17848740943791336
PRV56054,45,18830,418.44444444444446,2700,1,0,-0.1695024186762098
PRV56055,9,4470,496.6666666666667,3300,4,0,-0.17656924580657452
PRV56056,1,40,40.0,40,1,0,-0.1628659375466221
PRV56057,9,97000,10777.777777777776,26000,4,0,-0.05356680417480003
PRV56058,11,90000,8181.818181818182,17000,5,0,-0.07961373144569811
PRV56060,1,50,50.0,50,1,0,-0.16396358104860242
PRV56062,25,6290,251.6,1600,4,0,-0.17573672599471296
PRV56063,11,1670,151.8181818181818,400,1,0,-0.17185275953794693
PRV56065,1,70,70.0,70,1,0,-0.16655022598790825
PRV56066,8,4010,501.25,3300,3,0,-0.17374485985674404
PRV56067,3,1310,436.6666666666667,800,1,0,-0.17140099900978056
PRV56068,41,15780,384.8780487804878,3300,1,0,-0.17229540752881523
PRV56071,3,270,90.0,200,1,0,-0.16826458447733528
PRV56072,1,80,80.0,80,1,0,-0.16606381587730645
PRV56073,12,2440,203.33333333333331,1200,1,0,-0.17383241470445543
PRV56075,12,3020,251.66666666666663,1700,1,0,-0.17581648297114855
PRV56076,3,520,173.33333333333334,400,1,0,-0.1722675697000044
PRV56077,7,2450,350.0,1900,1,0,-0.17131720803407569
PRV56078,4,510,127.5,400,2,0,-0.172339020975944
PRV56080,5,250,50.0,100,2,0,-0.16601872973239812
PRV56083,3,3570,1190.0,3300,2,0,-0.1556365695772483
PRV56084,1,50,50.0,50,1,0,-0.16396358104860242
PRV56086,16,4280,267.5,2300,1,0,-0.17522096203541682
PRV56087,1,300,300.0,300,1,0,-0.16612202267845916
PRV56088,85,25150,295.88235294117646,3300,4,0,-0.16937758848892287
PRV56089,1,10,10.0,10,1,0,-0.1613966994978372
PRV56090,12,1580,131.66666666666666,500,5,0,-0.1727281798933198
PRV56091,1,200,200.0,200,1,0,-0.166509409991149
PRV56092,5,4330,866.0,3000,2,0,-0.16345218779288512
PRV56093,7,2070,295.7142857142857,1400,4,0,-0.173472503701737
PRV56094,25,7510,300.4,3300,1,0,-0.17649759310548796
PRV56095,11,4910,446.3636363636364,3200,1,0,-0.17718845869409033
PRV56098,21,2840,135.23809523809524,1000,1,0,-0.17257751149201817
PRV56099,3,630,210.0,500,1,0,-0.17532129560308973
PRV56101,5,5620,1124.0,2900,1,0,-0.15538373842574033
PRV56102,36,86790,2410.833333333333,18000,5,0,-0.1160225668589589
PRV56103,116,691860,5964.310344827586,57000,4,1,0.02634923926276367
PRV56104,483,116260,240.703933747412,3300,4,1,-0.06664617231637449
PRV56105,32,264570,8267.8125,33000,6,0,-0.042428634882958394
PRV56106,2,10000,5000.0,7000,1,0,-0.10431404036034841
PRV56108,15,7360,490.6666666666667,2700,1,0,-0.17377266296456034
PRV56109,12,2320,193.33333333333331,600,1,0,-0.17489021800717158
PRV56111,93,20060,215.6989247311828,3300,1,0,-0.16382847512411086
PRV56113,45,16260,361.3333333333333,2800,2,0,-0.1747187044369038
PRV56114,41,13180,321.4634146341463,2900,2,0,-0.1755235830251946
PRV56115,2,290,145.0,200,2,0,-0.1670561002465814
PRV56116,35,9790,279.7142857142857,3300,22,0,-0.16406715098567148
PRV56117,14,1420,101.42857142857144,400,2,0,-0.17466875437721135
PRV56118,14,116000,8285.714285714286,25000,1,0,-0.06507906249324014
PRV56119,11,120000,10909.09090909091,21000,2,0,-0.05411740439048823
PRV56120,4,36000,9000.0,21000,1,0,-0.0708973508560014
PRV56121,16,229000,14312.5,57000,3,0,0.02778139325899931
PRV56122,3,20000,6666.666666666667,11000,1,0,-0.09082588030126909
PRV56123,40,498000,12450.0,57000,2,0,0.04215588143411886
PRV56124,6,84000,14000.0,57000,2,0,0.005620530136809521
PRV56125,7,45000,6428.571428571428,9000,2,0,-0.09221455286086
PRV56126,6,31000,5166.666666666667,8000,2,0,-0.10608845712481674
PRV56129,23,256000,11130.434782608696,43000,1,0,-0.01091767179205938
PRV56130,17,120000,7058.823529411765,25000,1,0,-0.06895106541883317
PRV56131,15,141000,9400.0,19000,3,0,-0.059882592213361674
PRV56133,15,144000,9600.0,27000,1,0,-0.048249115920996344
PRV56134,62,768000,12387.09677419355,77000,1,1,0.11959573000075907
PRV56135,22,57230,2601.3636363636365,36000,4,0,-0.09491116549959738
PRV56136,8,7120,890.0,6000,6,0,-0.15433227104396102
PRV56137,48,16150,336.4583333333333,3300,14,0,-0.17623036227780559
PRV56138,36,13160,365.55555555555554,2500,17,0,-0.16705725031779545
PRV56139,21,45010,2143.333333333333,17000,6,0,-0.13257632439381328
PRV56140,31,130600,4212.903225806452,31000,16,0,-0.09306686325085683
PRV56141,39,14540,372.8205128205128,3300,7,0,-0.17757255946501638
PRV56142,53,131590,2482.830188679245,57000,29,0,-0.050264791916438734
PRV56143,29,5220,180.0,1900,6,0,-0.17071691452427085
PRV56145,52,22650,435.5769230769231,3300,3,0,-0.17333449780208815
PRV56146,21,11600,552.3809523809524,3300,4,0,-0.17548385979342923
PRV56147,8,18470,2308.75,14000,6,0,-0.12523000769083215
PRV56148,143,23950,167.4825174825175,2800,8,0,-0.14719377654974664
PRV56149,27,6130,227.03703703703704,3300,18,0,-0.16851023488526046
PRV56151,87,17780,204.367816091954,2700,4,0,-0.16441860510392226
PRV56152,18,6620,367.77777777777777,3300,9,0,-0.17631709156747583
PRV56153,9,1410,156.66666666666666,900,6,0,-0.1729529495525784
PRV56154,19,4350,228.94736842105263,1000,6,0,-0.1752102122716792
PRV56156,69,46620,675.6521739130435,12000,16,0,-0.14819388201509148
PRV56157,38,13840,364.2105263157895,3300,5,0,-0.17734117232839425
PRV56158,38,5930,156.05263157894737,1000,16,0,-0.16105711936451894
PRV56159,30,7160,238.66666666666663,1200,2,0,-0.17454342914128285
PRV56161,47,105640,2247.659574468085,14000,15,1,-0.11343418896994523
PRV56163,7,3180,454.2857142857143,2700,5,0,-0.17272243742269328
PRV56164,27,5570,206.2962962962963,1700,22,0,-0.15591990394308924
PRV56165,19,12810,674.2105263157895,3300,5,0,-0.1698332926072137
PRV56166,8,8720,1090.0,4000,7,0,-0.1505113192221293
PRV56168,1,20,20.0,20,1,0,-0.16226320584875265
PRV56169,22,7350,334.09090909090907,1700,19,0,-0.1594490235520884
PRV56170,18,73370,4076.1111111111113,14000,11,0,-0.11137311019316115
PRV56171,15,1140,76.0,200,4,0,-0.16817496466963805
PRV56172,11,31140,2830.909090909091,17000,8,0,-0.12276953273937863
PRV56173,44,106720,2425.454545454545,41000,26,0,-0.07659220305803038
PRV56174,10,3550,355.0,3000,7,0,-0.1744857891202951
PRV56176,21,7960,379.04761904761904,3300,5,0,-0.17816354963753617
PRV56177,18,2600,144.44444444444446,1000,6,0,-0.17188586104568127
PRV56179,8,9950,1243.75,8000,3,0,-0.14593967156504634
PRV56181,12,4550,379.1666666666667,2000,1,0,-0.17510601010877358
PRV56182,51,13590,266.47058823529414,3300,6,0,-0.17812541192880654
PRV56183,23,4240,184.34782608695653,1400,4,0,-0.17610045956126175
PRV56184,18,2730,151.66666666666666,1000,5,0,-0.17426829409024125
PRV56185,7,530,75.71428571428571,200,2,0,-0.17038020835123363
PRV56186,12,2660,221.66666666666663,1200,2,0,-0.1795714084754227
PRV56187,18,4970,276.1111111111111,2100,2,0,-0.1772950748731108
PRV56189,6,960,160.0,700,2,0,-0.17778467770822604
PRV56190,6,790,131.66666666666666,300,2,0,-0.17433355226955216
PRV56191,62,20710,334.03225806451616,3300,4,0,-0.1760471667886382
PRV56193,14,4880,348.57142857142856,3300,4,0,-0.17904663364272838
PRV56194,8,2170,271.25,1800,3,0,-0.1713049127393627
PRV56196,6,740,123.33333333333331,400,3,0,-0.1735305599294556
PRV56198,21,6500,309.5238095238095,1800,2,0,-0.17619252067762636
PRV56199,16,2600,162.5,1300,1,0,-0.17490885582389198
PRV56200,58,12600,217.24137931034485,3300,3,0,-0.17497660528683118
PRV56201,3,120,40.0,80,1,0,-0.1643626527579567
PRV56202,1,10000,10000.0,10000,1,0,-0.05702099345936201
PRV56206,31,6240,201.29032258064515,3200,19,0,-0.16665658818586077
PRV56207,95,89520,942.3157894736842,56000,47,0,-0.03019280751009984
PRV56208,67,25610,382.23880597014926,3300,26,0,-0.15672409193350045
PRV56209,189,57370,303.5449735449736,3300,114,0,0.012347155332390614
PRV56210,150,254720,1698.1333333333334,19000,40,0,-0.045479203764341336
PRV56211,83,23700,285.5421686746988,2300,60,0,-0.08907347729163884
PRV56212,17,5360,315.29411764705884,3300,14,0,-0.17196243855138005
PRV56213,643,161060,250.48211508553652,3300,21,0,-0.023271415413691265
PRV56214,3,710,236.66666666666663,600,2,0,-0.17717557780000098
PRV56216,481,157910,328.2952182952183,12000,60,0,-0.0038949385943851667
PRV56217,45,9920,220.44444444444449,1300,27,0,-0.14802676605156628
PRV56218,118,59160,501.3559322033898,8000,49,0,-0.09103841587241274
PRV56219,277,116970,422.2743682310469,20000,6,0,-0.08420345268982077
PRV56220,15,18610,1240.6666666666667,7000,11,0,-0.1475794855782031
PRV56221,305,228340,748.655737704918,48000,49,0,0.005745197116566403
PRV56222,101,24770,245.24752475247524,3300,7,0,-0.16343835911456278
PRV56224,111,68950,621.1711711711712,14000,64,0,-0.06279113317545038
PRV56225,588,761100,1294.3877551020407,74000,9,1,0.1002002561173887
PRV56227,26,8820,339.2307692307692,4000,13,0,-0.17109207866692577
PRV56228,262,65670,250.6488549618321,3300,48,0,-0.07519948493036221
PRV56229,13,4440,341.53846153846155,3300,5,0,-0.17846421939035007
PRV56231,270,408720,1513.7777777777778,57000,23,1,-0.005054638983434723
PRV56232,35,9780,279.42857142857144,1900,27,0,-0.14842028948067276
PRV56233,98,32890,335.6122448979592,3000,3,0,-0.16150985996243733
PRV56234,70,21720,310.2857142857143,2400,32,0,-0.14435110023290454
PRV56235,171,178900,1046.1988304093568,41000,76,0,0.006860061577237508
PRV56236,36,56080,1557.7777777777778,13000,28,0,-0.12336729432727128
PRV56237,198,35030,176.91919191919192,1600,22,0,-0.11636515447137002
PRV56238,31,73690,2377.0967741935483,42000,14,0,-0.08891607815184949
PRV56239,125,54830,438.64,3300,6,0,-0.1522410080280513
PRV56241,140,31640,226.0,2600,67,0,-0.06412420820698972
PRV56242,136,50420,370.7352941176471,7000,12,0,-0.1429679292552326
PRV56243,909,922780,1015.1595159515952,50000,122,0,0.17492975147216283
PRV56245,76,13720,180.52631578947367,1700,7,0,-0.1576479681735523
PRV56247,26,20410,785.0,9000,10,0,-0.1578686750234362
PRV56248,934,283190,303.2012847965739,3300,10,0,0.022033144770470026
PRV56249,1110,875110,788.3873873873874,46000,33,1,0.1337545691292542
PRV56251,30,8950,298.3333333333333,3100,9,0,-0.1768994308646577
PRV56252,18,5210,289.44444444444446,3300,13,0,-0.17321542122537137
PRV56253,311,636680,2047.2025723472668,51000,28,1,0.02522850722543335
PRV56255,102,38510,377.5490196078432,3300,13,0,-0.1601238214132728
PRV56256,55,90650,1648.1818181818182,14000,17,0,-0.1201229776398604
PRV56257,52,157440,3027.692307692308,34000,19,1,-0.08624646456037022
PRV56258,70,26130,373.2857142857143,3300,46,0,-0.11747165564166784
PRV56259,196,160020,816.4285714285714,24000,110,1,0.04159524792966973
PRV56260,59,550510,9330.677966101695,55000,9,0,0.03075146483175728
PRV56261,69,24690,357.8260869565217,3300,11,0,-0.17163220315842465
PRV56262,15,3480,232.0,1000,9,0,-0.17231181590138622
PRV56263,18,22940,1274.4444444444443,13000,11,0,-0.14207438330590622
PRV56264,51,172050,3373.529411764706,54000,27,0,-0.06165139741662384
PRV56265,126,211760,1680.6349206349207,32000,17,0,-0.07317177819704485
PRV56266,30,9640,321.3333333333333,3000,21,0,-0.1647967004861275
PRV56267,4,350,87.5,100,3,0,-0.16523944631155074
PRV56268,1113,940670,845.1662174303684,47000,299,1,0.22519792962393081
PRV56269,17,83230,4895.882352941177,22000,13,0,-0.10144275140169651
PRV56270,1043,289970,278.01534036433367,3300,44,0,0.07888634009912865
PRV56271,93,36760,395.26881720430106,6000,17,0,-0.14810616841024543
PRV56272,22,5450,247.72727272727272,3100,6,0,-0.17829832314256816
PRV56274,8,23980,2997.5,12000,7,0,-0.12410591999388854
PRV56275,80,24690,308.625,3200,1,0,-0.16705199263949555
PRV56276,7,13390,1912.857142857143,13000,3,0,-0.13452685775719625
PRV56277,19,5470,287.89473684210526,2500,5,0,-0.17653326940138958
PRV56278,27,20910,774.4444444444445,3300,3,0,-0.16451454142943167
PRV56279,53,17770,335.2830188679245,3300,2,0,-0.17606035855982316
PRV56280,39,8450,216.66666666666663,2300,6,0,-0.1740090295289991
PRV56281,54,24130,446.8518518518519,3300,2,0,-0.17303580061143692
PRV56282,4,500,125.0,200,2,0,-0.16905237102424014
PRV56283,3,2320,773.3333333333334,2200,1,0,-0.162410459744182
PRV56284,67,23090,344.6268656716418,3300,3,0,-0.17429541438413232
PRV56285,13,140000,10769.23076923077,50000,2,0,-0.0269379768102726
PRV56286,1,23000,23000.0,23000,1,0,0.04968644184744253
PRV56287,107,28680,268.0373831775701,3300,1,0,-0.15915577304153006
PRV56288,2,24000,12000.0,15000,2,0,-0.043067004202003656
PRV56289,5,28000,5600.0,10000,4,0,-0.10700118114316781
PRV56290,23,11560,502.60869565217394,3300,3,0,-0.17520750225995568
PRV56291,36,13150,365.27777777777777,3300,2,0,-0.1774561958923374
PRV56293,3,430,143.33333333333334,410,2,0,-0.17198468746530982
PRV56295,4,1200,300.0,1100,1,0,-0.1720870702763812
PRV56297,28,7140,255.0,3300,3,0,-0.17934799323867878
PRV56299,5,320,64.0,200,1,0,-0.16589359303563989
PRV56300,8,990,123.75,400,1,0,-0.1718389104784438
PRV56301,3,1030,343.3333333333333,900,1,0,-0.173489040120072
PRV56302,4,1500,375.0,600,1,0,-0.1716267847017941
PRV56303,2,70,35.0,60,1,0,-0.16410850668647797
PRV56304,15,12660,844.0,6050,2,0,-0.15907274403762356
PRV56305,29,4200,144.82758620689654,600,1,0,-0.16565495832823407
PRV56306,7,1400,200.0,600,1,0,-0.17506955245192068
PRV56307,12,1330,110.83333333333331,400,3,0,-0.1738121841086947
PRV56308,15,5030,335.3333333333333,1700,3,0,-0.1762489298530508
PRV56309,3,1320,440.0,1200,1,0,-0.17125744885467292
PRV56310,1,80,80.0,80,1,0,-0.16606381587730645
PRV56311,19,7670,403.6842105263158,2000,2,0,-0.1757997604741579
PRV56313,3,100,33.333333333333336,70,1,0,-0.1642438249399641
PRV56314,8,3740,467.5,2200,3,0,-0.1718168198618047
PRV56316,6,4450,741.6666666666666,2200,3,0,-0.16531733984422275
PRV56317,2,10,5.0,10,2,0,-0.1608758132062666
PRV56318,1,200,200.0,200,1,0,-0.166509409991149
PRV56319,13,6480,498.46153846153845,3300,2,0,-0.17814945430553464
PRV56321,7,3910,558.5714285714286,2600,2,0,-0.17387837342525392
PRV56322,37,6800,183.78378378378375,1500,3,0,-0.17304541762652625
PRV56324,1,100,100.0,100,1,0,-0.16546806081221704
PRV56328,15,2100,140.0,600,3,0,-0.17486857072426043
PRV56329,14,177000,12642.857142857143,32000,2,0,-0.02220478097519568
PRV56330,16,3130,195.625,1000,3,0,-0.1777770953362472
PRV56331,1,10,10.0,10,1,0,-0.1613966994978372
PRV56333,42,11600,276.1904761904762,3300,2,0,-0.17684128822846074
PRV56334,8,670,83.75,300,1,0,-0.17015085352184867
PRV56335,18,156000,8666.666666666666,29000,3,0,-0.062015469920819855
PRV56336,21,237000,11285.714285714286,39000,1,0,-0.015590636598598773
PRV56337,2,180,90.0,100,1,0,-0.1661067841111859
PRV56338,10,97400,9740.0,28000,3,0,-0.06089874999213407
PRV56339,1,9000,9000.0,9000,1,0,-0.06904919404489723
PRV56340,3,57000,19000.0,48000,1,0,0.051697262787285814
PRV56341,1,18000,18000.0,18000,1,0,0.012072119447609109
PRV56342,5,52000,10400.0,20000,1,0,-0.057533042830419656
PRV56344,11,3520,320.0,1400,5,0,-0.17390369440521825
PRV56345,572,134510,235.15734265734267,3300,10,0,-0.04529360024383239
PRV56346,42,16050,382.1428571428572,3300,14,0,-0.1738449005077799
PRV56347,51,106110,2080.5882352941176,41000,19,0,-0.08715018893659976
PRV56348,58,11200,193.1034482758621,2010,28,0,-0.1452133785486786
PRV56349,61,288280,4725.901639344263,43000,33,0,-0.0388612498566856
PRV56350,158,812530,5142.594936708861,57000,80,1,0.095377952973563
PRV56351,29,10920,376.5517241379311,2900,13,0,-0.1730668272641876
PRV56352,24,37730,1572.0833333333333,18000,14,0,-0.13484898320066357
PRV56353,96,29340,305.625,6050,25,0,-0.1402834462792294
PRV56354,11,70470,6406.363636363636,57000,7,0,-0.039822276497741615
PRV56355,115,76130,662.0,25000,16,0,-0.11205496109309016
PRV56357,16,1690,105.625,400,6,0,-0.16859719184245103
PRV56358,4,240,60.0,100,4,0,-0.16152134708054067
PRV56360,78,25060,321.28205128205127,2200,6,0,-0.16193741009641094
PRV56361,114,105550,925.877192982456,12000,19,1,-0.11266211342424892
PRV56362,60,13210,220.16666666666663,3300,18,0,-0.16934784472733344
PRV56363,19,10420,548.421052631579,3300,2,0,-0.17659719215190345
PRV56364,79,31280,395.9493670886076,3300,1,0,-0.1660745723502371
PRV56366,9,1880,208.88888888888889,1200,2,0,-0.17753517006400737
PRV56367,45,10550,234.44444444444449,3300,4,0,-0.1764030307819025
PRV56368,34,9050,266.1764705882353,4000,7,0,-0.17321742192358974
PRV56369,1,80,80.0,80,1,0,-0.16606381587730645
PRV56370,9,1620,180.0,500,2,0,-0.17689201374742863
PRV56373,1,10,10.0,10,1,0,-0.1613966994978372
PRV56374,25,7570,302.8,2300,6,0,-0.1754561065687505
PRV56375,54,15220,281.85185185185185,3000,4,0,-0.17504766850895398
PRV56376,20,10780,539.0,6900,6,0,-0.1667728470373468
PRV56377,1,60,60.0,60,1,0,-0.1652606896469051
PRV56378,31,4480,144.51612903225808,600,1,0,-0.16449992964500537
PRV56379,53,16520,311.6981132075472,3300,11,0,-0.17597067676216194
PRV56380,21,6040,287.6190476190476,800,3,0,-0.17545978446117888
PRV56381,8,4720,590.0,3300,3,0,-0.17294529047462953
PRV56384,49,29790,607.9591836734694,14000,8,0,-0.15081295202849143
PRV56385,22,2770,125.9090909090909,1500,2,0,-0.1748429152003545
PRV56387,1,90,90.0,90,1,0,-0.16569197976991612
PRV56388,7,5300,757.1428571428571,2400,5,0,-0.16424273895609154
PRV56389,15,6520,434.6666666666667,2700,2,0,-0.1781697738885889
PRV56390,5,40220,8044.0,29000,5,0,-0.06926412881453298
PRV56391,2,150,75.0,100,2,0,-0.16735324249814965
PRV56392,20,41860,2093.0,11000,7,1,-0.1352357547817572
PRV56393,10,2580,258.0,700,1,0,-0.17584824050333003
PRV56394,32,15920,497.5,3300,5,0,-0.17190639261514523
PRV56395,7,107000,15285.714285714286,37000,2,0,-0.0001732217638094058
PRV56396,83,289380,3486.5060240963853,29000,31,1,-0.05714538569260602
PRV56397,47,9600,204.25531914893617,2400,20,0,-0.1640331725478496
PRV56398,19,6030,317.3684210526316,4000,12,0,-0.16941959319904965
PRV56400,9,49800,5533.333333333333,28000,7,1,-0.09679538445826924
PRV56401,143,27390,191.53846153846155,3300,1,0,-0.1483868679729265
PRV56403,34,78660,2313.529411764706,15000,8,1,-0.12388812101646213
PRV56404,363,131660,362.6997245179064,8030,39,0,-0.040417033681125425
PRV56405,60,24090,401.5,3300,21,0,-0.16499304127442393
PRV56406,201,44770,222.7363184079602,3300,7,0,-0.13752182781181926
PRV56407,40,39500,987.5,10000,18,0,-0.1512813329247843
PRV56408,68,79570,1170.1470588235295,57000,14,0,-0.06006415424579992
PRV56410,350,92530,264.37142857142857,3300,19,0,-0.08454443318073446
PRV56411,75,110650,1475.3333333333333,80000,15,0,0.012441718757100872
PRV56412,112,111360,994.2857142857144,21000,11,0,-0.10804621136542952
PRV56413,12,8650,720.8333333333334,3300,4,0,-0.17033406825726044
PRV56414,27,5900,218.5185185185185,1500,24,0,-0.15258790300072772
PRV56415,41,15990,390.0,6300,20,0,-0.1582731487903148
PRV56416,1592,2744870,1724.1645728643216,57000,52,1,0.22202830358439807
PRV56417,119,20230,170.0,3300,13,0,-0.1524852587296574
PRV56418,29,9790,337.58620689655174,2400,14,0,-0.17237552297081082
PRV56421,133,510750,3840.2255639097743,79000,43,1,0.06759963834654859
PRV56423,12,15490,1290.8333333333333,9000,9,0,-0.14686749501950647
PRV56425,381,135450,355.51181102362204,12000,54,1,-0.022877495371433576
PRV56426,436,127230,291.8119266055046,3300,51,0,-0.027716327424492093
PRV56427,23,10460,454.7826086956522,3300,13,0,-0.17186760473865587
PRV56428,311,172930,556.0450160771704,32000,18,1,-0.04784801052700827
PRV56430,38,11130,292.89473684210526,2200,13,0,-0.16946121233247258
PRV56432,25,54080,2163.2,19000,13,0,-0.13020183685043663
PRV56433,121,39510,326.5289256198347,3300,71,0,-0.06805846280695893
PRV56435,260,100030,384.7307692307692,17000,48,1,-0.05941113703178208
PRV56437,719,469300,652.712100139082,23000,8,1,0.03851697222042605
PRV56438,133,827300,6220.300751879699,57000,59,1,0.07280617913970022
PRV56439,443,134960,304.65011286681715,3300,40,0,-0.0357564880820031
PRV56440,89,29150,327.5280898876405,3300,16,0,-0.16398448228543172
PRV56441,35,3980,113.71428571428572,800,26,0,-0.14230444993076768
PRV56442,1330,1234150,927.9323308270676,57000,81,1,0.18084424161349466
PRV56444,1317,383140,290.91875474563403,10300,249,1,0.2113034827088094
PRV56445,55,215750,3922.727272727273,21000,23,0,-0.07014747185336412
PRV56447,170,50870,299.2352941176471,3300,20,1,-0.14030824802658265
PRV56448,584,198950,340.6678082191781,3300,1,0,-0.01814458336453645
PRV56449,135,211880,1569.4814814814815,57000,70,0,0.0064518416044684335
PRV56451,259,72950,281.66023166023166,2600,25,0,-0.1056057915631507
PRV56452,110,63150,574.0909090909091,14000,45,0,-0.09791926267551299
PRV56453,115,43550,378.69565217391306,7030,18,0,-0.14371906779760918
PRV56454,159,43910,276.1635220125786,3300,37,0,-0.12035664843123778
PRV56455,13,4860,373.84615384615387,3300,5,0,-0.1777614397045435
PRV56456,46,114710,2493.695652173913,14000,17,0,-0.10437756707849316
PRV56458,54,53410,989.074074074074,10000,24,0,-0.13517141083777434
PRV56461,115,135180,1175.4782608695652,28000,73,0,-0.021435612763152145
PRV56463,18,1660,92.22222222222224,400,3,0,-0.17221690271110368
PRV56464,84,14920,177.61904761904762,3300,42,0,-0.11644104286795037
PRV56466,56,8190,146.25,1300,14,0,-0.15872454362986693
PRV56467,349,95720,274.269340974212,3300,28,0,-0.0752898123963659
PRV56468,34,47270,1390.2941176470588,16000,18,0,-0.13545957914646406
PRV56469,131,430560,3286.7175572519086,57000,74,0,0.027806120308110693
PRV56470,37,35610,962.4324324324324,11000,13,0,-0.15310129360413482
PRV56471,43,10490,243.95348837209303,1700,10,0,-0.16891357598816353
PRV56473,55,71310,1296.5454545454545,16000,38,0,-0.10663135938028506
PRV56474,31,13970,450.64516129032256,7000,10,0,-0.16224850399895702
PRV56475,34,11180,328.8235294117647,3300,11,0,-0.1759947945152171
PRV56476,4,6700,1675.0,6000,4,0,-0.14217379647973127
PRV56477,9,4460,495.55555555555554,3000,6,0,-0.17420468910942272
PRV56478,152,638850,4202.960526315789,57000,52,0,0.024755526432833186
PRV56479,140,38990,278.5,3300,72,0,-0.0662769570037941
PRV56480,21,3120,148.57142857142858,580,6,0,-0.17072594587427325
PRV56481,128,668910,5225.859375,40000,27,1,0.014438751267091376
